Gorilla_GON_ACC.bam.out	Gorilla_Sakura_ACC.bam.out	Gorilla_GON_CB.bam.out	Gorilla_Sakura_CB.bam.out	Gorilla_GON_DPFC.bam.out	Gorilla_Sakura_DPFC.bam.out	Gorilla_GON_HIP.bam.out	Gorilla_Sakura_HIP.bam.out	Gorilla_GON_PMC.bam.out	Gorilla_Sakura_PMC.bam.out	Gorilla_GON_STR.bam.out	Gorilla_Sakura_STR.bam.out	Gorilla_GON_V1C.bam.out	Gorilla_Sakura_V1C.bam.out	Gorilla_GON_VPFC.bam.out	Gorilla_Sakura_VPFC.bam.out	Normalize_type
TCONS_000318701	44.188817047692	1522.65907028975	147.098198736793	255.72772566757	161.898512622174	850.761658554183	171.789329019512	952.146542970136	46.0369547843444	1094.59788578418	193.145636611053	1622.81360641113	173.386232779409	2537.55260663747	160.544505312931	1598.67501814496	FPKM
TCONS_000318711	0	963.930120464274	94.0584898015905	1459.54491778676	310.361464030891	1073.35386158372	21.2400258431642	917.693872007399	118.260067335931	1042.11716523289	274.318138376164	1046.20950449948	201.720080575068	481.502364417361	136.281218084642	203.110350665958	FPKM
TCONS_000318741	250.752986142086	154.570411343551	432.218601938895	39.1795243417682	266.339867649061	0	225.065563005163	38.237244666975	268.267291572239	336.426989771147	271.674884868896	0	251.215106262522	0	325.601612937361	82.141865573194	FPKM
TCONS_000318761	570.710891283589	1864.21444393351	256.272643111756	1259.74766091508	549.294206753204	3008.63446421392	503.795651305771	1698.78919743724	356.665249697658	2599.95054894056	438.423502572878	3167.87039405899	438.961306291085	2621.03617423076	557.803911257091	1777.21556832714	FPKM
TCONS_000318951	618.643438667691	0	902.06666810789	376.289933651618	346.282929775208	205.762078954201	512.686243630317	453.4768158164	478.372826250731	201.789265416447	605.280640410835	496.242616323403	633.856379171844	231.763138072889	613.648473094475	689.230090604216	FPKM
TCONS_000319291	11.0331313902518	0	8.97725733943752	81.7974365010589	0	0	17.0629051469519	0	6.66397415454927	0	24.8330104214211	0	7.37123289088931	0	11.9020546124109	0	FPKM
TCONS_000319311	40.5193363337901	0	31.4746673558863	0	44.8423937838398	0	4.05776003919861	0	47.244309356796	0	44.8025826000713	0	49.4352857356714	0	41.7727450717142	0	FPKM
TCONS_000319331	163.358169623742	0	187.913565914164	0	145.829181344539	0	90.7925547611983	0	89.3183436476447	0	161.265814681745	0	279.000904083895	0	187.403182638758	0	FPKM
TCONS_000319561	893.764967903198	143.597820414842	83.9807944657061	145.15692624983	204.923596798479	0	434.752459557695	0	220.487410940541	0	654.629358491389	0	119.214750321842	0	162.12668304645	151.710996619879	FPKM
TCONS_000319771	270.656504417114	0	355.586973640161	0	1154.27643258403	0	381.754064487805	0	0	0	598.090814375072	0	373.808962873574	0	1138.92160827879	830.596517807156	FPKM
TCONS_000320011	18.931165336279	0	0	0	21.4195626665077	0	14.7737641055652	0	11.52123998774	0	143.138588159428	124.523409996378	43.9587419324561	0	45.3966408927069	0	FPKM
TCONS_000320061	56.423505806825	0	73.9188209634186	0	119.86716799911	0	225.023447443224	0	100.749566701301	0	152.202321937743	0	191.115500949227	0	70.1509686258678	106.654789589298	FPKM
TCONS_000320721	163.415247949955	0	0	0	316.17137066432	0	192.416363149095	0	137.347820903569	0	128.826538704983	0	215.838093331806	0	336.14005799895	0	FPKM
TCONS_00032087	0	0	0	0	0	0	0	0	37.3272606359549	0	0	0	0	0	22.6452249599293	0	FPKM
TCONS_000320891	73.4205958091836	0	2.1890489368238	0	87.9246445427388	0	4.26445559079317	0	44.5652027192339	0	426.055065924565	0	1.68820643061397	0	208.425504645076	21.9546332970291	FPKM
TCONS_000320921	2.91812942767778	0	0	0	4.26048717426774	0	4.73718643887911	0	18.3414162487429	0	30.4611510775842	0	3.76232153011614	0	13.3253044327182	0	FPKM
TCONS_00032093	0	0	0	0	0	0	0	0	2.1741182896975	0	3.8173721521602	0	0	0	1.76697853896779	0	FPKM
TCONS_000320941	25.2507525986811	0	4.50341822052509	0	52.8452118351311	0	43.7345542310368	0	54.2275786416817	0	67.5173599841669	0	51.3117633047693	0	45.9875239673638	0	FPKM
TCONS_000320951	0	0	0	0	5.56526137138725	0	11.7728432716223	0	9.16158304166058	0	24.8985328763589	0	19.6042033862585	0	3.91144794762414	0	FPKM
TCONS_00032102	0	0	2.825400371947	0	0	0	0	0	2.1272370327768	0	0	0	0	0	1.72725521573126	0	FPKM
TCONS_000321061	125.77327796649	168.08415395379	75.6325060039965	852.220644970129	114.778178257971	370.907994639935	139.598024556731	299.762468220182	151.576842798038	73.1837932294378	117.23900964677	622.405993354777	56.2620632896451	167.539617884016	86.7189234899617	250.177268464511	FPKM
TCONS_000321251	318.41941696131	0	0	0	994.642457864957	0	188.365492345957	0	214.839122326941	0	297.548683427839	0	111.387519240105	0	988.433467845561	0	FPKM
TCONS_000321401	188.28278568147	0	52.6193428269245	64.8093138242607	70.6845567994752	212.103412574226	154.438499353064	62.8897513729147	146.481219768368	139.075965378429	71.706261095289	56.669681493722	118.756232051374	0	131.34230476759	271.555756506815	FPKM
TCONS_000321601	182.370692300265	0	85.320063901955	0	145.010037384289	0	134.809928603988	0	182.742110594345	27.2766414707783	167.127456415605	0	173.464159176164	0	141.521954097403	0	FPKM
TCONS_00032162	0	0	0	0	0	0	0	0	5.52443457412134	0	0	0	0	0	9.62548711943302	0	FPKM
TCONS_000322691	322.66500918746	3326.40047800045	192.201038364523	1519.59660087281	327.564933571141	4542.08844499968	218.770237528828	3002.58097944583	278.342432957169	4732.25306511974	199.033805610894	3948.59716214321	222.969674684575	4021.38589432422	311.057008170515	3081.38397279754	FPKM
TCONS_000322741	198.777236030929	545.222974387606	131.738547463072	0	118.499861900261	202.242464445774	418.706581872071	867.471819310479	221.610555981945	393.150145023259	151.658742216536	0	514.336026341904	0	265.592144591763	766.375137564336	FPKM
TCONS_000323171	2172.53427312392	0	1485.28035964507	106.76930393383	2294.54179559499	0	2106.65636773882	38.059882276978	2210.07972303581	0	1688.6166725173	33.6651573230031	1811.3484437176	0	2345.19530253871	40.7222067070613	FPKM
TCONS_000323301	972.153975049228	0	29.1581318384931	0	333.915682283235	0	235.456865432445	0	427.949157150245	0	1034.14180385096	0	632.717629781909	0	717.09879039776	0	FPKM
TCONS_000323381	208.698991357774	0	94.4240020676587	0	351.868138319968	0	260.286862150776	0	315.681975664077	0	167.314609222341	0	213.708612495551	0	620.56626092114	0	FPKM
TCONS_000323391	269.665088650018	0	82.6910370637893	0	247.344949839433	0	286.315548365854	0	299.630349782852	0	271.685526683494	0	238.312393816256	0	346.696522630322	0	FPKM
TCONS_000323651	770.768874405644	0	369.820382871275	0	788.719161242962	35.3749765198592	519.791178231255	31.941714803097	705.601170686338	0	354.565079303259	0	491.060285919969	0	715.735484712594	0	FPKM
TCONS_000324351	160.875435529202	102.743527010105	50.6027616334074	78.1573152003498	177.676757496369	141.636816235522	420.113824682437	127.50408459335	341.929954997816	111.874342738236	462.257032873297	135.705667435077	233.181484914407	191.998181393226	160.345071144841	81.9607368729225	FPKM
TCONS_000324401	517.075112916276	0	158.468107817897	0	542.008063995975	0	190.369380562403	2113.47679613826	217.253045049715	0	173.1475955989	0	454.736676485378	0	418.307627732026	1027.71965452176	FPKM
TCONS_000324431	0	0	11.0447469085201	0	23.8815813638074	0	0	0	15.9205607323382	0	84.8610068357916	0	20.7281285803955	0	17.8530819186164	0	FPKM
TCONS_00032444	0	0	26.2213415813786	213.363192800955	0	0	23.4684875709716	0	37.4537937228564	0	20.8773096463275	0	0	0	22.7650409650083	0	FPKM
TCONS_00032481	0	0	75.6698923144285	0	0	0	0	0	0	0	0	0	0	0	0	0	FPKM
TCONS_000324821	0	0	44.8712157559352	0	0	0	0	0	0	0	0	0	0	0	0	0	FPKM
TCONS_000324921	48.2507417345272	0	122.751202687957	0	98.3137655513205	0	173.3144965895	0	27.4165487549446	0	98.885939702066	0	68.4929466134809	0	86.9210655027586	0	FPKM
TCONS_000324971	0	0	62.571098365865	0	76.0133260482159	0	0	0	0	0	26.0678009948619	0	195.752030853913	0	0	514.452514489553	FPKM
TCONS_00032499	42.8762779274635	0	31.8320216577435	0	0	0	0	0	0	0	26.6569038422035	0	33.4162557720316	0	30.7328053027612	0	FPKM
TCONS_000325031	206.214479555896	0	283.860317742338	0	197.875959871546	0	143.980520011564	0	114.411366919672	0	263.100668033644	0	278.902212572015	0	222.547900468271	0	FPKM
TCONS_000325311	22.6727961815383	0	0	0	183.326256939816	0	16.4171759384091	0	51.8726251091204	0	105.731584987563	0	31.963375086291	0	80.673613919748	0	FPKM
TCONS_00032547	0	0	0	0	0	0	4.85609817445477	0	1.88033852080372	0	3.28914045316836	0	0	0	0	0	FPKM
TCONS_000325481	20.4269059937444	0	0	0	32.6339933819566	0	89.8479754286151	0	59.0217369030056	0	47.3009722312783	0	71.2362041651837	0	47.5424612418405	0	FPKM
TCONS_000325831	237.538197969451	67.9537884338982	153.267103253618	0	137.595866135844	0	392.898082837374	333.706862548146	323.00121501919	147.717578761166	270.930027024605	60.239425209862	260.250641824988	0	184.535580373239	144.206378940331	FPKM
TCONS_000325891	0	0	13.2216438203566	40.2023723098281	16.4461549761312	0	16.7632054078369	0	0	0	24.3523715100388	0	36.1316002777537	0	5.83007146664846	0	FPKM
TCONS_00032593	0	0	1.25551721660752	0	1.08647250060201	0	0	0	0	0	0.819998606199168	0	0	0	0.752596246700465	0	FPKM
TCONS_000326041	58.918422730256	0	34.0632381290808	0	197.875959871546	0	246.823748591253	0	114.411366919672	0	70.160178142305	0	128.724098110161	0	129.819608606491	0	FPKM
TCONS_000326101	0	0	2.17079599750544	183.938032339658	0	0	151.045717191834	0	3.25733170643946	0	2.89998277816227	0	0	0	0	0	FPKM
TCONS_000326281	164.971583644717	0	94.3090261138474	49.8147538747659	190.808961304706	0	0	95.9349852442399	163.929809321108	0	62.3903732901819	0	83.681517405509	0	136.349770005208	0	FPKM
TCONS_000326291	500.736116624963	26.9766295792862	237.233321171171	0	523.215813601954	59.5061064571384	220.715537869852	0	404.807705862339	0	165.320041186505	95.03611182177	488.6670992806	0	511.87836796177	0	FPKM
TCONS_000326451	256.622463447338	0	0	0	737.247527908506	0	75.7448540650407	0	246.902103871344	0	0	0	56.2620632896451	0	1178.7925321607	0	FPKM
TCONS_000326491	284.693474332099	49.548129727805	402.044765404176	0	397.660219059362	327.844165614196	271.753654430341	0	285.952041219795	188.837543061704	205.21787454783	43.6231332952385	377.649465916796	123.453376104167	381.059222700156	184.462502093649	FPKM
TCONS_000326621	0	0	287.490844622517	18.2286618656503	0	0	0	0	0	0	0	0	0	0	0	0	FPKM
TCONS_000326951	523.851298871833	0	334.510116693994	0	315.773420543911	0	442.487665656321	0	419.447810257361	0	440.772753976816	217.032822741914	300.309488147343	0	396.552326487241	128.390998866564	FPKM
TCONS_000327561	22.5547087014261	150.731189463528	62.0763147413173	76.1683656020614	18.2254173565899	0	16.3422116647177	0	25.8151148323426	163.250113866955	0	0	63.5582962810976	0	40.0862677862102	0	FPKM
TCONS_000327641	0	1053.41193542058	0	0	43.2853662219009	294.452630227565	0	985.791297138693	0	283.860272619406	175.836222859752	722.873102518345	0	0	0	0	FPKM
TCONS_000327651	422.682717763742	359.425960798009	579.625936142553	91.049588701693	674.654673527558	264.779109351919	383.009834436777	0	439.99921386807	0	217.903229993808	0	756.882971538102	0	575.639849323201	63.5914357089313	FPKM
TCONS_000327671	72.1321320516756	0	140.886517809184	0	76.9749404138864	0	92.1976297431027	0	82.7205411861975	0	125.839438485535	0	124.368771482373	0	61.2793511794451	0	FPKM
TCONS_000327711	247.457375467076	0	227.36067292491	0	172.963518880525	0	348.185418966894	0	125.199650405016	0	543.316167402001	0	490.480932114021	0	410.845686838592	0	FPKM
TCONS_000327741	19.9907862466189	0	10.3544502267376	0	11.0581183961332	0	8.01106738572618	0	9.32656371545529	0	13.8122716044204	0	9.75297559384177	0	10.2994440272569	0	FPKM
TCONS_000327751	22.3798659983143	0	59.1535134051826	0	17.0303080217314	0	51.8687587619301	0	6.75358749892584	0	62.9942854481979	0	22.4437538767376	0	12.0859346696251	0	FPKM
TCONS_000327811	203.788426855238	0	79.4499505136049	168.257909762273	41.8328371540517	0	72.668920905039	0	28.7730967402152	0	44.9359236197145	0	145.575767719741	0	108.338666175201	0	FPKM
TCONS_000327891	163.890983751848	455.538777556223	142.932018816142	138.352695331869	164.28306435847	100.855822164559	289.793065147625	800.641082210537	370.310935885015	197.853193919377	292.219261605544	243.191745747894	186.61693608073	0	158.335412919825	482.716807426887	FPKM
TCONS_00032849	0	0	10.5340071670857	354.182900049586	22.5021398409881	0	0	0	0	0	0	0	0	0	0	0	FPKM
TCONS_000328591	189.73858041612	326.496096943221	118.012364228023	743.908074783261	101.903423476083	1083.69640173059	206.975095204232	1358.14488274177	141.47942202018	797.984822328677	270.154054784301	1667.86124206641	119.376069334456	1017.69527842311	144.624966130641	951.946765752209	FPKM
TCONS_000329121	773.304298334613	365.385029956091	419.54146530206	1651.63010385817	534.265091653176	0	431.198115008816	0	318.71737927623	0	596.563123916901	340.018088962332	367.578813492347	914.854492392985	1118.6741130205	0	FPKM
TCONS_000329191	19.3326074583653	0	0	0	0	0	85.5524546909922	0	0	0	0	0	13.4152851639543	0	55.7330666112248	0	FPKM
TCONS_00032920	0	0	0	0	33.6923931673174	0	0	0	0	0	0	0	0	0	26.0763196508277	0	FPKM
TCONS_000329211	0	0	262.423186546437	0	0	0	47.0913730864891	0	0	0	0	0	0	0	119.516465066293	0	FPKM
TCONS_000329241	98.5066542760448	171.330296370573	155.759251274002	173.619068651757	113.226026084536	63.096992191621	143.516565596919	0	74.4658409317113	124.20335193796	198.353115441226	505.394351884557	124.631152856808	0	91.5445264337565	303.17450384886	FPKM
TCONS_00032952	0	0	0	0	0	0	0	0	25.111066246006	0	0	0	0	0	0	0	FPKM
TCONS_00032953	0	0	0	0	0	0	22.5090839910262	0	17.9364758900043	0	19.7417237659833	0	48.5786978183718	0	0	0	FPKM
TCONS_000330471	31.5327966311201	0	38.5462964962452	0	47.8242409408213	0	8.15249283501862	0	31.8227798048463	0	5.90522150196497	0	35.0297471561957	0	45.1715773478903	0	FPKM
TCONS_00033048	46.8162602235007	0	17.1922947160926	0	0	0	29.9493251428717	0	24.1241684459447	0	0	0	0	0	69.9608575997814	0	FPKM
TCONS_000330501	10.498191686482	0	39.1209282269586	0	19.3815072635377	0	16.8025556552731	0	19.5670646072774	0	8.71065596320618	0	23.9279450816469	0	48.7699429237772	0	FPKM
TCONS_000330911	125.52185712098	0	75.9326349960756	1416.73160019834	692.565859550414	0	58.1942171475314	0	195.555206163587	0	321.700362277502	446.739094987006	1033.81541294723	0	1229.31221211045	0	FPKM
TCONS_000330951	333.11569774414	0	325.702536493806	0	337.938762792671	0	163.921115476634	686.013779730122	153.456515947815	0	103.131627979672	0	225.706288986529	0	88.4094399120527	0	FPKM
TCONS_000331551	329.943167289434	0	0	0	791.503839486185	0	45.0181679820525	0	444.920905298364	0	294.891998754376	0	243.250685399348	0	1300.78385234943	0	FPKM
TCONS_000331851	58.4764240601115	49.4253121257886	586.914602263786	25.0482956187826	57.9373453380671	0	129.017460510929	0	52.1551557469697	0	3.60724157497708	43.6854075754603	153.157838955145	0	81.2448668900688	209.995447298703	FPKM
TCONS_000331861	65.1491762844734	208.858394635012	554.6037319521	393.368449435679	67.4455480896705	65.8262411044061	167.038025191834	325.495153584297	40.7618870486383	32.482729744663	35.8884222197719	262.900584249226	54.5663555791609	446.079607069291	64.5976162414725	31.7278652768846	FPKM
TCONS_000332031	999.34709323242	0	0	0	1904.55611376364	0	0	0	135.846751822656	0	89.0239996239626	0	134.480053716712	0	5109.32888158405	0	FPKM
TCONS_000332041	641.556158618345	0	0	0	429.868464548533	0	0	0	297.469553991149	0	0	431.008845163519	61.6053877361475	0	419.083708674016	0	FPKM
TCONS_000332451	495.439025034718	39.7202849866896	1833.90626096673	147.772118359395	721.344324393867	0	615.365575262104	26.3735051134666	588.738443918966	43.2733521399322	526.89044561649	46.5424000100531	1159.42415274211	0	795.099009704183	0	FPKM
TCONS_000332531	215.07756606976	61.9791658273654	50.9045597739056	94.1975798004217	136.445811135305	0	123.523965007975	304.828384058402	227.863937521045	0	101.567498592505	0	92.8045519213351	0	135.411548237547	0	FPKM
TCONS_000332651	240.583559481878	462.175766368301	368.158230284004	462.984183071352	415.539515730248	1045.60729917543	170.425921646342	0	142.873307951414	0	702.72135873383	0	472.601331633018	0	1290.77782271597	479.602505443488	FPKM
TCONS_000332991	104.709942986932	225.670301444183	30.7575230363852	0	273.675218693309	124.658777760575	88.5877315488409	333.440960665637	349.29869187456	552.154014159682	62.4660897626217	99.8421794669162	236.089871288573	0	231.617675000736	59.9020051117974	FPKM
TCONS_000333131	19.5950410437729	0	8.00168272186966	36.7028911968482	0	80.1377857032265	0	71.095549717189	5.95305449797558	0	10.985499371525	0	13.0193204306616	0	5.23429774012964	0	FPKM
TCONS_000333141	89.2887437252334	0	0	0	453.315835342088	0	94.8064729688255	0	274.262709353542	0	65.5315552787501	0	183.789406746173	0	245.862442422088	0	FPKM
TCONS_000333271	386.652149167306	0	351.423765271096	339.743789016389	275.612944106797	373.976333281723	348.717655060976	0	247.145757263323	0	288.254558267944	0	295.046539258072	0	251.246291526222	0	FPKM
TCONS_000333311	328.899043342316	67.9537884338982	194.387545589954	240.940748333051	192.634212590181	150.248556186499	314.318466269899	66.7413725096292	378.691079677673	0	306.713238141063	1024.07022856765	157.360853196505	0	262.234772109339	144.206378940331	FPKM
TCONS_000333331	271.648727854896	1129.17528397244	440.543893611399	1955.26837566806	180.819101333096	1518.81692666787	193.99618661696	491.929943928732	258.646996867626	1469.31537250218	211.642652603964	1237.16450918518	269.071339901346	1509.70855831136	124.06138705586	907.994499076422	FPKM
TCONS_000333341	1361.01556506892	0	611.098571465423	1442.37380110691	1081.25078072666	0	959.304672359819	294.281579209124	930.747129335657	0	943.654396014004	294.24642314048	1177.67969371335	0	1268.71324454988	1666.78000770719	FPKM
TCONS_000333361	131.626263546317	94.69272825185	53.208269778272	95.8546414207266	111.305227427745	0	20.1064289582762	0	141.652168567214	0	7.45382619284363	0	168.695590733203	0	115.505845433196	0	FPKM
TCONS_000333441	6.06088743271354	0	85.1113051604368	93.8232847813471	35.9515082102593	102.196990012492	14.4798827561963	0	22.5027884892926	0	6.72118515679488	40.883938552585	11.8829357810026	0	18.8848254969417	0	FPKM
TCONS_000333481	99.323487859491	406.535188669594	188.929579947039	68.5073307639431	0	0	58.43174456446	130.853159986046	126.601625656948	0	160.719726815037	121.435031772262	138.187523869304	0	34.5127760084484	286.467777817883	FPKM
TCONS_000333651	356.629746996668	3997.43431340984	387.318508753825	504.773729286819	669.325394464827	1111.11522635269	545.016906787792	3032.37975098097	776.873611985814	3064.61469681046	299.572824131429	300.015960849117	746.075809563676	4990.11541305266	711.939806294181	702.96348315594	FPKM
TCONS_000333761	342.086497503857	0	224.677385741813	0	508.329893029237	0	281.160931292164	0	202.225558453693	0	345.888359441223	0	466.542340201825	0	425.913220963518	116.153731787095	FPKM
TCONS_000334281	48.6573491086946	0	88.8967434100398	0	229.157821174769	0	246.823748591253	0	174.19388296779	0	154.191894773529	0	78.2082581898612	0	333.821850702405	0	FPKM
TCONS_000334361	159.917901057195	793.695832739712	130.062206333528	704.34099441679	127.803695568466	875.451514118405	143.921438961088	506.211781010535	141.126882404418	709.823415994328	282.135856314619	1023.79987619013	173.918364440113	353.153908075309	203.914347980406	1386.68526513061	FPKM
TCONS_000334451	58.7851231313188	0	72.733699153669	125.864570024728	111.651972684529	383.98640644237	103.73751752386	0	137.102755854106	54.0302223451709	188.585813192652	131.714324275222	192.486965948281	247.610190248813	108.926398541432	422.077435592566	FPKM
TCONS_000334591	47.7453591033497	0	0	0	36.0294377800793	0	7.44837534770692	0	5.80907946805608	0	16.048544149898	0	6.33756574986807	0	15.275477191905	0	FPKM
TCONS_000334601	43.4353467469791	0	0	0	26.1071947055653	0	27.2422025086445	0	10.6137071548921	0	33.9793249593519	0	0	0	18.4068138711724	0	FPKM
TCONS_000336211	206.001227767318	200.158338589714	84.3356428930259	270.36862599205	175.200444470051	0	252.383930978716	131.099124572485	60.1075967510731	290.084091752147	230.403939578791	768.736548958318	213.43285944717	166.337180435088	237.712306209202	212.395395267831	FPKM
TCONS_000336441	56.6078963486775	0	0	0	14.9474645946133	0	41.8589982991015	0	87.8637705625658	0	21.7431888482489	0	39.1967929079518	0	21.6755301883453	0	FPKM
TCONS_000336611	217.762490411027	950.99688614358	137.385876179153	740.968410145577	74.8270436489043	1051.66081511803	215.738303397306	1004.5537858188	360.681256199435	953.912891059572	338.605400922671	1298.05421024856	197.387191016177	911.974572689754	95.2603559199978	1707.14461749717	FPKM
TCONS_000336641	184.276768964843	0	393.017181391756	85.0379111763709	219.475096336398	0	159.853594000787	164.298549523115	235.968310954931	273.649471446046	90.8608084195051	447.828702535754	192.78609099249	418.849044710041	261.896949536574	89.0280099925037	FPKM
TCONS_000337451	117.786766053176	0	13.7827303858423	0	178.011302714386	0	115.977424036854	0	152.112090901964	0	60.8024739699744	0	116.653898064281	0	180.291969999612	0	FPKM
TCONS_000337471	3.94040406794706	0	0	0	11.5641794730125	0	15.8922928711064	0	9.85626150601488	0	26.0558047679891	0	12.7572471133392	0	6.04296733481258	0	FPKM
TCONS_000337551	38.070365456473	0	45.3705370930909	0	75.4611711374541	0	112.50119778619	0	66.4260670235031	0	142.645431955605	0	52.762509113734	0	76.6365119509056	0	FPKM
TCONS_000337581	668.252903840432	0	220.680754326022	15.0876634738907	700.745771277387	0	668.560299311868	14.8046559695526	627.399289332371	0	292.000270721265	0	308.390352591351	0	697.564464824533	0	FPKM
TCONS_000338551	11.995856151451	79.1073914323434	10.8699160902848	88.2848833117029	5.81174147874473	17.4386513477183	4.89595670940243	0	15.1492721411006	120.643831317174	433.813722801887	111.278647296763	2.567488802042	0	5.03816480373133	33.6753741081497	FPKM
TCONS_000338731	213.325323678513	0	126.774486254317	0	77.4297234279965	0	83.55512111844	0	67.0983956371013	0	238.564313599045	0	199.289718158501	0	366.178105735026	0	FPKM
TCONS_000338781	55.1656569512589	1025.2968764194	18.8068445810714	0	200.84409926962	0	503.064467510285	2148.05726344754	280.143741081204	1040.08178014454	221.249394921495	545.375548632651	286.345926532713	511.242216337257	293.358596071811	362.626284603613	FPKM
TCONS_00033884	0	0	0	57.9677414156441	0	0	0	0	0	0	0	0	0	0	0	0	FPKM
TCONS_000338861	66.9449904645227	0	113.255455587367	0	25.1081278386857	69.2361589994544	26.2916022374522	0	51.1995790001977	0	32.7008949113763	0	66.2967799885998	0	57.4858228684741	0	FPKM
TCONS_000338951	40.9902946555985	0	70.4983845224687	0	35.1160154138238	0	21.5953855733982	0	13.6743430052508	0	27.7778838187469	16.7222010965082	31.0193091554723	0	20.7207015922299	0	FPKM
TCONS_00033897	29.8655453149918	0	6.00455762736678	0	11.5856742303973	0	11.2900452825652	0	8.85326053545085	0	0	0	0	0	0	0	FPKM
TCONS_000338991	88.1848101664488	431.978587685365	23.3972170601317	145.954491778675	74.8158167856409	53.0014734409616	70.1262714681938	94.7618672181552	46.7182627832672	261.065727735074	34.9501628153335	42.4138988310602	24.7250322976915	239.259949834366	62.2614334389527	152.95964679782	FPKM
TCONS_000339001	224.961250424614	0	7.45351018366388	0	148.40696990366	0	27.7437546866137	0	131.014258674814	0	0	0	155.680438655582	0	139.834264127563	0	FPKM
TCONS_000339011	57.6546399941779	0	5.28610076839975	0	123.710237507479	0	45.8186332733407	0	67.2746330659475	0	3.55559305204975	0	100.629941336308	0	123.407698812638	0	FPKM
TCONS_000339021	28.4433764904684	0	0	0	65.9586532905156	0	32.3886366929699	0	50.7605014467504	0	8.07923284258564	0	48.1965227481225	0	78.6580026030451	0	FPKM
TCONS_000339181	156.438570697577	183.075920046205	139.578435850391	556.891352279223	80.3143601831573	323.247682394929	57.0804522260475	253.749033216183	35.4319694759253	398.50473055003	212.08658733944	129.188930898617	67.7659265097623	182.490659899913	73.1318879725761	194.603110847488	FPKM
TCONS_000339191	17.5798541434661	0	16.952402231682	90.8743810261925	8.68118765453164	0	4.67225111563078	0	7.2594409646798	146.297217426925	25.9780976191053	0	11.4788664865758	0	9.11566258980205	47.6222859344911	FPKM
TCONS_000339301	248.224090805471	0	13.826883459073	0	19.9618662480504	0	228.839564679028	0	66.2104518246751	0	0	0	0	0	21.0053347878921	0	FPKM
TCONS_000339311	316.962786508606	0	0	0	83.0288280716957	0	193.45645159855	0	121.469537689563	0	8.83571531848316	52.7159827848578	31.3277397862796	0	50.0786740141986	0	FPKM
TCONS_000339681	217.301279532019	0	119.110015680119	98.3841389026626	341.899601550203	217.096430761001	300.932258042189	185.491314554687	153.931613520408	421.465667933522	260.062235121969	176.378259404092	136.702864521948	0	634.483722379583	205.354663932985	FPKM
TCONS_000339771	0	0	0	0	0	0	34.5374605990174	0	6.74534136034351	0	25.1641172270401	0	29.8844563814917	0	0	0	FPKM
TCONS_000339801	1.30910038412147	0	175.572071886154	0	2.84442929842732	0	2.1462934660109	0	1.658989361598	0	45.0995501053575	0	10.0568758821436	0	5.25186785765829	0	FPKM
TCONS_000340111	25.3616636642683	0	15.400421745683	0	19.4480272572659	0	19.4243926978191	89.4163259904646	22.7968414337882	0	35.8531305476444	0	8.53511176839817	0	6.92849072848077	0	FPKM
TCONS_000340841	66.9320567337529	105.293513460491	187.713295097595	192.258510280234	42.9464579364178	0	52.2314773546708	0	32.0110573065891	0	55.8549330974021	0	49.9989943305726	0	36.6120403543767	0	FPKM
TCONS_000340871	0	0	151.865269992151	0	202.702202795243	0	130.737693317742	0	158.596207869512	0	269.615541718286	0	0	0	0	0	FPKM
TCONS_000342361	231.30288804786	0	31.196289413509	0	138.074839087583	0	19.6645294207317	0	53.8593899983973	0	0	0	25.9671061336824	0	154.66836655638	0	FPKM
TCONS_000342751	22.1792782108774	0	112.771240093182	0	59.0414738182355	0	17.1446436147218	0	33.4814216613414	0	56.1699045246428	0	14.8217263504979	0	17.9524036539078	0	FPKM
TCONS_000343651	0	347.206670256783	124.963422164971	1928.71876264626	0	193.095820325111	18.9864421993272	1992.70669350179	0	187.838402622224	31.6662548997987	782.65033264987	0	433.472203378222	0	0	FPKM
TCONS_00034413	0	0	0	0	0	0	10.4342401007964	0	0	0	7.77310046140034	0	0	0	0	0	FPKM
TCONS_000344681	38.4933695171006	928.263540432584	72.804324190994	213.878562831875	32.5275550473775	232.885262089074	4.39403849548579	41.7133578185182	20.4735067601779	229.555078642126	24.3523715100388	186.254583119963	35.8496892222706	420.622755123212	28.4374933402945	224.180905741075	FPKM
TCONS_00034469	0	108.535833159586	0	109.824155054135	0	0	0	0	0	0	0	0	10.4623950709397	0	8.57090187726407	0	FPKM
TCONS_000344741	231.901265717109	0	444.891266590189	39.3755308559849	208.265628408955	0	193.893147877554	0	163.036661665329	0	125.411836446043	0	364.080145428172	0	231.238378063046	0	FPKM
TCONS_000345121	453.192286465865	1112.1679796273	3278.45829088584	14279.3105948845	431.521804796795	4355.99154190899	221.70451753993	518.548210204924	383.641289869538	2096.54280092128	288.873794698164	2805.14923393924	694.315536596656	4171.73648531201	430.259274238657	3206.7540069849	FPKM
TCONS_000345161	349.939722882733	0	86.7801542812296	1377.37794463728	0	0	93.5671726685794	1067.52144294738	270.426867264681	840.602796265199	127.520864326216	366.486562953412	88.9303581029872	0	465.145161339087	0	FPKM
TCONS_000345661	26.9813337736687	0	110.447469085201	0	40.6064673352033	0	84.4588638247358	0	27.4301617384376	0	35.2109849258956	0	65.4973047799539	0	76.4056424841122	0	FPKM
