Ids	Chimpanzee_GENKI_DPFC.bam.out	Chimpanzee_IYO_DPFC.bam.out	Chimpanzee_KENNY_DPFC.bam.out	Chimpanzee_MAYUMI_DPFC.bam.out	Chimpanzee_REIKO_DPFC.bam.out	Chimpanzee_YOSHIO_DPFC.bam.out	Chimpanzee_GENKI_PMC.bam.out	Chimpanzee_KENNY_PMC.bam.out	Chimpanzee_MAYUMI_PMC.bam.out	Chimpanzee_REIKO_PMC.bam.out	Chimpanzee_YOSHIO_PMC.bam.out	Chimpanzee_GENKI_STR.bam.out	Chimpanzee_IYO_STR.bam.out	Chimpanzee_KENNY_STR.bam.out	Chimpanzee_MAYUMI_STR.bam.out	Chimpanzee_REIKO_STR.bam.out	Chimpanzee_YOSHIO_STR.bam.out	Chimpanzee_GENKI_V1C.bam.out	Chimpanzee_IYO_V1C.bam.out	Chimpanzee_KENNY_V1C.bam.out	Chimpanzee_MAYUMI_V1C.bam.out	Chimpanzee_REIKO_V1C.bam.out	Chimpanzee_GENKI_VPFC.bam.out	Chimpanzee_IYO_VPFC.bam.out	Chimpanzee_KENNY_VPFC.bam.out	Chimpanzee_MAYUMI_VPFC.bam.out	Chimpanzee_REIKO_VPFC.bam.out	Chimpanzee_YOSHIO_VPFC.bam.out	Chimpanzee_IYO_ACC.bam.out	Chimpanzee_KENNY_ACC.bam.out	Chimpanzee_MAYUMI_ACC.bam.out	Chimpanzee_REIKO_ACC.bam.out	Chimpanzee_YOSHIO_ACC.bam.out	Chimpanzee_IYO_CB.bam.out	Chimpanzee_KENNY_CB.bam.out	Chimpanzee_MAYUMI_CB.bam.out	Chimpanzee_REIKO_CB.bam.out	Chimpanzee_YOSHIO_CB.bam.out	Chimpanzee_IYO_HIP.bam.out	Chimpanzee_KENNY_HIP.bam.out	Chimpanzee_MAYUMI_HIP.bam.out	Chimpanzee_REIKO_HIP.bam.out	Chimpanzee_YOSHIO_HIP.bam.out
TCONS_00010836	0.823409579	0	0	0	0	0	0	0	0	0	0	0	0	0	2.031087758	0	0	0	0	0	0	0	0	0	0	0.884589704	0	1.369961552	0	0	0	0	0	2.557319408	0	0.493849623	0.894744144	0.59049005	0	0.814082004	0	0	0
TCONS_00010842	0	1.468242322	0	0	0	0	0	0	0	0.757598441	0	0	0.730034224	0.503803579	1.015543879	0	0	1.831249251	0	0	3.811254693	0	0	0	0	0.884589704	0	1.369961552	0	0.66396638	0	0	0	1.278659704	0.998185753	0.987699247	3.578976576	0	0	0	0	0	0
TCONS_00010854	0	2.936484644	0	0	0	8.109658864	0	0	0.941545112	5.30318909	0	0	1.460068447	2.519017896	5.077719396	1.919572487	0	3.662498502	0	0	0	0	0	7.83323651	2.44647657	5.307538223	0	0	2.836972621	5.311731042	0.850948372	4.740617256	7.072191431	5.114638817	12.97641479	7.407744352	20.57911531	13.58127115	0	0	0.960529067	2.934666761	6.06809093
TCONS_00010866	0	0	1.499978299	0	0.835867893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.957181256	1.769179408	0	0	0	1.991899141	0	0	0	0	0	0	0	0	0	0	0	0	0
TCONS_00010876	0.823409579	0	1.499978299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.978590628	0.884589704	0	0	0	0.66396638	0	0	0	0.639329852	0.499092876	0	0	0.59049005	0.91088952	0	0	0	0
TCONS_00010877	0	0	0	0	0	1.013707358	0	0	0	0.757598441	0	0	0	0	0	1.279714991	0	0	0	0	0	0	0	0.652769709	0.978590628	0	0	0	0	0	0	0.948123451	0	0.639329852	0	0	0	0	0	1.628164008	0	0	1.011348488
TCONS_00010881	0	0	0	1.114924058	0	0	1.382424197	1.903036843	0	0	0	0	0	0.503803579	0	0	0	0	0	0	0	0	0	0	0.978590628	1.769179408	0	0	2.836972621	0	0	0.948123451	0	0	0	0	0	0	0.91088952	0	1.921058135	0	0
TCONS_00010882	0	0	0	2.229848115	0.835867893	1.013707358	2.764848393	1.903036843	0.941545112	2.272795324	0	0	0	0.503803579	0	0	0	1.831249251	0	0	0	0	0	0	1.467885942	0.884589704	0	0	5.673945242	0.66396638	2.552845117	0	0	0.639329852	0.998185753	0	0	0	0.91088952	0	5.763174404	0	1.011348488
TCONS_00010888	0	0	0	0	0	0	1.382424197	1.903036843	1.883090223	0	5.770908068	0	1.460068447	2.015214316	0	0	1.6210264	0	1.066913781	0	0	0	0	0	4.892953141	0.884589704	0	1.369961552	1.418486311	2.655865521	1.701896745	0	0	0	0.499092876	0	0	1.1809801	0	0	0	2.934666761	0
TCONS_00010890	2.470228737	0	10.4998481	3.344772173	1.671735787	0	0	4.757592108	0	1.515196883	2.885454034	1.748583779	0.730034224	2.519017896	3.046631638	0	0	0	0	0	0.952813673	0	1.694973851	2.611078837	1.467885942	0	5.84620801	4.109884656	0	0.66396638	2.552845117	0	0.707219143	0	0	0	0	0	4.554447602	6.512656031	1.921058135	0	1.011348488
TCONS_00010908	0.823409579	2.936484644	0	8.91939246	0	0	0	4.757592108	8.473906005	0	0	0	0.730034224	1.007607158	0	1.919572487	0	0	0	0	14.2922051	1.581901753	1.694973851	0.652769709	1.467885942	7.961307335	0	1.369961552	0	1.32793276	5.956638606	1.896246902	1.414438286	11.50793734	2.994557258	29.63097741	1.789488288	10.03833085	0	0	0.960529067	0	1.011348488
TCONS_00010910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.305539418	0	0	0	0	1.418486311	0	0	0.948123451	0	0	1.497278629	0.493849623	0.894744144	0	5.465337122	0	0	17.60800057	0
TCONS_00010921	2.470228737	2.936484644	8.999869796	3.344772173	2.50760368	3.041122074	4.14727259	18.07885001	3.766180447	3.030393766	2.885454034	5.245751337	2.920136894	7.557053687	2.031087758	2.559429983	4.052566	5.493747752	5.334568907	16.73454289	2.858441019	3.163803506	3.389947701	3.263848546	6.360839083	1.769179408	2.923104005	0	4.255458932	9.959495704	0.850948372	3.792493805	5.657753145	0.639329852	2.994557258	0	0	1.77147015	3.643558082	21.1661321	1.921058135	2.934666761	3.034045465
TCONS_00010922	0	4.404726966	2.999956599	2.229848115	0.835867893	1.013707358	2.764848393	0	2.824635335	0	1.442727017	0	0	1.511410737	2.031087758	1.919572487	0	3.662498502	1.066913781	1.673454289	2.858441019	0	1.694973851	0.652769709	6.360839083	3.538358815	0	0	0	2.655865521	4.254741861	4.740617256	2.121657429	0	0	2.469248117	0	0	2.732668561	1.628164008	0	0	2.022696977
TCONS_00010923	1.646819158	1.468242322	25.49963109	8.91939246	32.59884785	4.054829432	2.764848393	8.563665794	8.473906005	15.15196883	8.656362101	3.497167558	5.840273788	8.564660845	4.062175517	8.958004939	1.6210264	0	7.46839647	11.71418002	6.669695712	17.40091928	3.389947701	9.791545637	16.14674536	7.961307335	29.23104005	6.84980776	4.255458932	21.91089055	8.509483723	3.792493805	2.121657429	0.639329852	10.4809504	0.987699247	9.842185583	1.77147015	8.198005684	9.768984046	5.763174404	11.73866704	3.034045465
TCONS_00010924	1.646819158	7.34121161	7.499891497	14.49401275	5.851075254	4.054829432	5.529696786	3.806073686	13.18163156	1.515196883	4.328181051	6.994335115	5.110239565	4.534232212	12.18652655	2.559429983	9.7261584	10.9874955	1.066913781	5.020362868	8.575323058	5.536656136	5.084921552	6.527697092	6.360839083	15.03802497	2.923104005	8.219769312	8.510917863	8.631562943	12.76422558	2.844370354	4.243314859	2.557319408	6.488207393	7.407744352	11.63167387	7.676370652	2.732668561	4.070410019	24.97375575	0	3.034045465
TCONS_00010925	23.05546821	7.34121161	4.499934898	8.91939246	5.015207361	6.082244148	16.58909036	13.3212579	8.473906005	9.091181298	28.85454034	13.98867023	18.25085559	12.59508948	6.093263275	15.99643739	28.367962	10.9874955	13.86987916	10.04072574	4.764068366	12.65521402	27.11958161	8.486006219	5.871543769	7.961307335	13.15396802	13.69961552	7.092431553	3.983798281	4.254741861	4.740617256	4.243314859	14.06525675	10.4809504	5.432345858	29.52655675	11.809801	12.75245329	4.884492023	14.40793601	2.934666761	7.079439418
TCONS_00010926	0	0	0	0	0	0	1.382424197	0	0.941545112	0.757598441	0	0	0.730034224	0.503803579	0	0.639857496	0	1.831249251	2.133827563	0	0	0	0	1.305539418	0.489295314	0	2.923104005	0	1.418486311	1.32793276	0.850948372	0	0	0.639329852	0.499092876	0.987699247	0	0.59049005	0	0.814082004	0	0	1.011348488
TCONS_00010927	4.117047895	10.27769625	5.999913198	8.91939246	10.86628262	2.027414716	2.764848393	3.806073686	8.473906005	13.63677195	0	6.994335115	6.570308012	3.526625054	6.093263275	5.758717461	0	0	2.133827563	0	6.669695712	8.700459642	1.694973851	13.05539418	15.65745005	3.538358815	17.53862403	6.84980776	14.18486311	7.303630183	10.21138047	6.636864158	5.657753145	30.04850305	22.95827231	16.29703757	28.63181261	8.266860702	1.821779041	2.442246011	1.921058135	5.869333522	1.011348488
TCONS_00010930	0.823409579	0	0	0	0	1.013707358	0	0	0.941545112	1.515196883	0	1.748583779	1.460068447	0	0	0	0	1.831249251	0	0	0.952813673	0	0	0	0	0	0	1.369961552	0	0	3.403793489	0	0	0.639329852	0	1.975398494	0	0	0	0	0.960529067	0	1.011348488
TCONS_00010932	0	0	0	1.114924058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.905627346	0	0	0.652769709	1.467885942	0.884589704	1.461552003	0	0	0.66396638	0.850948372	0	0	0	0	0	0	0	0	0	0.960529067	0	0
TCONS_00010935	0	1.468242322	5.999913198	0	0	0	0	0	0.941545112	0	0	0	0	2.015214316	2.031087758	2.559429983	0.8105132	0	0	0	0.952813673	0.790950877	0	0	8.318020339	3.538358815	1.461552003	0	0	1.991899141	0	0	0	0	0	0	0	0	0	0	0	0	0
TCONS_00010936	0	0	0	2.229848115	0	2.027414716	1.382424197	0	0	0.757598441	0	0	0.730034224	0.503803579	0	1.279714991	0	0	0	0	0.952813673	0	1.694973851	1.958309127	0	0	0	0	0	0.66396638	1.701896745	0	0.707219143	198.1922541	23.45736519	59.75580444	53.68464864	48.42018411	0	0	0	0	1.011348488
TCONS_00010937	0	0	0	0	0	0	0	0	0	0	0	0	0	0.503803579	0	1.279714991	0	0	0	0	0	0.790950877	0	0	0	0	0	0	0	0.66396638	0	1.896246902	0	10.86860749	14.47369342	7.901593975	42.94771891	2.3619602	0	2.442246011	0	2.934666761	0
TCONS_00010938	8.234095789	7.34121161	0	2.229848115	2.50760368	3.041122074	1.382424197	8.563665794	0.941545112	0	2.885454034	3.497167558	0.730034224	5.038035791	2.031087758	0	2.4315396	3.662498502	3.200741344	0	1.905627346	7.118557889	5.084921552	1.958309127	1.957181256	0.884589704	8.769312015	4.109884656	0	1.32793276	0	1.896246902	1.414438286	8.311288077	35.43559422	17.77858644	81.4217171	28.34352241	0.91088952	6.512656031	2.881587202	0	7.079439418
TCONS_00010940	0	0	0	1.114924058	0.835867893	1.013707358	0	0	0	0	0	0	0	0.503803579	4.062175517	0	0	0	1.066913781	0	0.952813673	3.163803506	0	2.611078837	0	1.769179408	0	1.369961552	2.836972621	0	3.403793489	0	0.707219143	7.671958225	4.491835888	8.395443599	3.578976576	16.5337214	0	0.814082004	0	2.934666761	0
TCONS_00010941	0	0	0	0	0	0	0	0	0.941545112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.19664926	0.998185753	4.444646611	0	0.59049005	0	0	0	0	0
TCONS_00010942	0.823409579	1.468242322	7.499891497	0	4.179339467	0	0	0	1.883090223	1.515196883	1.442727017	0	2.920136894	2.015214316	2.031087758	12.15729242	0	0	3.200741344	0	0	0	0	0.652769709	4.403657826	6.192127927	2.923104005	0	4.255458932	2.655865521	0.850948372	2.844370354	2.828876572	171.3404004	66.87844544	105.1899698	69.79004323	51.96312441	0.91088952	0	2.881587202	0	5.056742442
TCONS_00010955	0	0	0	0	0.835867893	1.013707358	0	0	0.941545112	0.757598441	1.442727017	1.748583779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707219143	1.278659704	0	0	0	0.59049005	3.643558082	0	0.960529067	0	1.011348488
TCONS_00010957	1.646819158	2.936484644	0	1.114924058	0	1.013707358	0	0	2.824635335	3.787992207	0	0	5.110239565	1.511410737	8.124351034	2.559429983	0	3.662498502	0	0	0.952813673	0	0	1.305539418	0.489295314	2.653769112	0	4.109884656	1.418486311	0	3.403793489	0.948123451	0	5.753968669	0.499092876	2.469248117	0	1.1809801	0.91088952	0	4.802645337	0	0
TCONS_00010982	0.823409579	0	0	0	0	0	2.764848393	0	0.941545112	0	1.442727017	0	0	1.007607158	0	0	0	1.831249251	0	0	0	0	0	0	0.978590628	1.769179408	0	0	0	0	0.850948372	0	2.121657429	0	0	0	0	0	0	0	0	0	1.011348488
TCONS_00010984	0	0	0	1.114924058	0	0	0	0	0	0.757598441	1.442727017	1.748583779	0	0	0	0	0	0	0	0	0	0	3.389947701	0	0.489295314	0	0	2.739923104	0	0	0	0	0	0	0	0	0	0	0	0.814082004	0	0	0
TCONS_00010998	0	0	0	1.114924058	7.522811041	1.013707358	1.382424197	0	0.941545112	6.818385973	1.442727017	0	0	1.511410737	0	0	0	1.831249251	0	0	2.858441019	17.40091928	0	0	3.914362512	0.884589704	4.384656008	1.369961552	0	4.647764662	1.701896745	1.896246902	2.828876572	2.557319408	30.44466546	1.48154887	84.10594953	7.085880601	0	0	0.960529067	0	0
TCONS_00011030	20.58523947	4.404726966	19.49971789	16.72386086	88.60199671	24.32897659	42.85515009	12.36973948	23.53862779	59.09267844	5.770908068	22.73158912	14.60068447	17.63312527	3.046631638	63.34589207	9.7261584	27.46873876	3.200741344	13.38763431	19.05627346	116.2697789	30.50952931	8.486006219	29.84701416	28.30687052	26.30793605	1.369961552	14.18486311	33.19831901	28.08129628	65.42051813	17.68047858	47.94973891	161.706092	39.50796988	284.5286378	38.38185326	10.01978472	26.05062412	4.802645337	61.62800198	10.11348488
TCONS_00011032	10.70432453	5.872969288	1.499978299	10.03431652	6.686943148	3.041122074	5.529696786	0	4.707725558	3.787992207	2.885454034	1.748583779	2.920136894	1.007607158	4.062175517	1.919572487	4.052566	9.156246254	1.066913781	3.346908579	1.905627346	1.581901753	5.084921552	5.222157673	1.957181256	7.961307335	0	2.739923104	8.510917863	3.319831901	9.360432095	1.896246902	0	28.13051349	9.482764652	13.33393983	16.10539459	21.84813185	7.287116163	0	3.842116269	0	0
TCONS_00011054	3.293638316	1.468242322	20.99969619	11.14924058	3.343471574	2.027414716	6.912120983	3.806073686	2.824635335	6.060787532	4.328181051	0	0	0.503803579	0	0	0	0	9.602224033	1.673454289	12.38657775	7.909508765	1.694973851	7.180466801	5.382248455	12.38425585	2.923104005	6.84980776	4.255458932	3.983798281	5.956638606	11.37748141	7.779410574	3.19664926	3.493650135	2.469248117	3.578976576	5.904900501	3.643558082	4.884492023	0	2.934666761	3.034045465
TCONS_00011056	2.470228737	0	4.499934898	8.91939246	8.358678935	4.054829432	6.912120983	0	9.415451117	5.30318909	5.770908068	1.748583779	4.380205341	0.503803579	2.031087758	6.398574957	0	1.831249251	2.133827563	8.367271446	6.669695712	4.745705259	0	3.916618255	6.850134397	7.961307335	1.461552003	2.739923104	1.418486311	5.311731042	10.21138047	1.896246902	2.121657429	12.14726719	6.488207393	26.66787967	8.052697296	7.676370652	0.91088952	3.256328015	2.881587202	0	1.011348488
TCONS_00011071	0	0	2.999956599	0	0	0	0	0	0	0	0	0	1.460068447	0.503803579	0	0	0	0	0	0	0	0	0	0	1.467885942	0	0	0	0	3.983798281	0	0	0	0	0	0	0	0	0	0	0	0	0
TCONS_00011079	13.17455326	2.936484644	2.999956599	1.114924058	0	6.082244148	1.382424197	8.563665794	0.941545112	3.030393766	1.442727017	13.98867023	9.490444906	20.15214316	2.031087758	10.87757743	8.105132	0	12.80296538	6.693817157	0.952813673	5.536656136	6.779895403	3.263848546	4.403657826	1.769179408	5.84620801	5.479846208	1.418486311	6.639663802	0	3.792493805	0	3.19664926	0.499092876	0.987699247	0	2.3619602	6.376226643	8.140820038	2.881587202	8.804000283	5.056742442
TCONS_00011088	0	0	0	0	0	0	0	0.951518422	0	0	0	0	0	1.007607158	0	0	0.8105132	0	0	0	0	0	0	0	0	0	1.461552003	0	0	0	0	0	0	1.278659704	1.497278629	0.493849623	0	2.3619602	0	0	1.921058135	0	1.011348488
TCONS_00011094	0.823409579	0	2.999956599	0	1.671735787	0	0	6.660628951	0	1.515196883	0	0	0.730034224	0.503803579	1.015543879	0.639857496	0	0	1.066913781	0	0	0.790950877	0	0.652769709	0.978590628	0	2.923104005	0	0	0	0	0.948123451	0	0	0.998185753	0	1.789488288	0	0.91088952	2.442246011	0.960529067	2.934666761	0
TCONS_00011114	0.823409579	0	1.499978299	1.114924058	0.835867893	0	0	0.951518422	1.883090223	3.787992207	1.442727017	1.748583779	0	4.534232212	3.046631638	1.279714991	0	10.9874955	4.267655126	3.346908579	5.716882039	0	1.694973851	1.958309127	1.467885942	2.653769112	7.307760013	0	1.418486311	4.647764662	0	2.844370354	0	0	1.996371506	0	2.684232432	2.3619602	0.91088952	2.442246011	0.960529067	5.869333522	3.034045465
TCONS_00011124	0	1.468242322	0	2.229848115	1.671735787	6.082244148	1.382424197	4.757592108	1.883090223	3.030393766	1.442727017	3.497167558	1.460068447	3.022821475	3.046631638	0	1.6210264	9.156246254	1.066913781	0	1.905627346	0	3.389947701	0.652769709	1.467885942	1.769179408	0	9.589730864	1.418486311	0	1.701896745	0.948123451	1.414438286	2.557319408	1.996371506	5.926195481	2.684232432	4.133430351	1.821779041	5.698574027	4.802645337	0	1.011348488
TCONS_00011143	2.470228737	2.936484644	4.499934898	2.229848115	1.671735787	5.06853679	0	9.515184216	2.824635335	1.515196883	0	0	2.190102671	5.038035791	3.046631638	6.398574957	2.4315396	0	3.200741344	0	0.952813673	0.790950877	3.389947701	3.263848546	6.850134397	8.845897039	0	6.84980776	4.255458932	9.959495704	7.65853535	1.896246902	4.950534002	0	0.998185753	0	0	0.59049005	6.376226643	4.070410019	0.960529067	0	0
TCONS_00011154	0	0	0	0	0	0	0	0	0	0	0	0	4.380205341	0	1.015543879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.589947781	23.95645807	20.74168418	36.6845099	19.48617165	0	0	9.605290673	0	0
TCONS_00011155	0	0	0	1.114924058	0	0	0	0	0	0	0	0	0	0.503803579	0	0	0	0	0	0	0	1.581901753	0	0	0.489295314	0	0	0	0	0.66396638	0	0	0	3.19664926	0.499092876	4.444646611	0.894744144	2.3619602	0	0	0	0	0
TCONS_00011158	0	1.468242322	1.499978299	0	0	1.013707358	0	0.951518422	0	3.030393766	0	0	1.460068447	0.503803579	1.015543879	0	0	0	0	0	1.905627346	0.790950877	0	0	0.489295314	0	1.461552003	0	0	0.66396638	0.850948372	0.948123451	0	19.81922541	1.996371506	7.901593975	0	7.085880601	0	0.814082004	0	0	0
TCONS_00011163	0	0	0	1.114924058	0	0	0	0	0	0	0	0	2.190102671	2.015214316	1.015543879	0	0	0	0	0	1.905627346	2.37285263	0	0	0	0.884589704	0	0	0	0.66396638	0	1.896246902	0	0.639329852	1.497278629	0.493849623	0	1.1809801	2.732668561	1.628164008	0.960529067	5.869333522	0
TCONS_00011181	71.63663337	39.6425427	20.99969619	34.56264578	40.12165889	25.34268395	49.76727108	29.49707107	20.71399246	27.27354389	40.39635647	59.45184848	39.42184807	36.2738577	27.41968474	57.58717461	29.1784752	64.09372378	43.74346504	23.42836005	20.96190081	35.59278944	100.0034572	26.11078837	41.59010169	19.46097349	16.07707203	35.61900035	25.53275359	36.51815091	23.82655442	24.65120973	25.45988915	47.94973891	35.43559422	46.4218646	23.26334774	33.06744281	33.70291225	30.93511615	48.98698243	35.21600113	28.31775767
TCONS_00011188	26.34910653	44.04726966	100.4985461	32.33279767	45.97273414	35.47975753	31.79575652	64.70325267	36.72025936	34.09192987	37.51090244	27.97734046	78.11366192	71.54010823	26.40414086	77.42275698	43.7677128	56.76872677	35.20815479	90.36653162	40.01817427	73.55843152	13.55979081	39.16618255	64.58698146	50.42161312	51.15432009	20.54942328	56.73945242	71.04440269	48.50405722	70.16113539	45.9692443	41.55644039	82.84941748	42.47106762	84.10594953	37.20087316	44.6335865	74.08146235	22.09216855	46.95466817	26.2950607
TCONS_00011208	9.057505368	5.872969288	2.999956599	8.91939246	18.38909366	18.24673244	5.529696786	17.12733159	10.35699623	27.27354389	14.42727017	1.748583779	4.380205341	9.572268003	5.077719396	6.398574957	0.8105132	10.9874955	0	3.346908579	8.575323058	13.4461649	5.084921552	9.138775928	6.850134397	15.92261467	38.00035207	12.32965397	5.673945242	6.639663802	11.91327721	14.22185177	8.486629717	19.17989556	35.9346871	21.72938343	142.2643189	25.98156221	4.554447602	8.140820038	1.921058135	0	2.022696977
TCONS_00011223	0.823409579	0	0	0	0.835867893	2.027414716	0	3.806073686	0	1.515196883	1.442727017	0	0	0.503803579	0	0	0.8105132	0	0	0	0	0	0	0.652769709	0	0.884589704	0	2.739923104	0	0	0	0	0	0	0	0	0	0	0.91088952	0	0	8.804000283	2.022696977
TCONS_00011278	13.99796284	10.27769625	13.49980469	12.26416463	11.70215051	12.1644883	11.05939357	29.49707107	16.0062669	12.87917351	12.98454315	19.23442157	10.22047913	10.57987516	17.26424595	8.958004939	12.9682112	10.9874955	13.86987916	21.75490576	19.05627346	11.86426315	10.1698431	7.83323651	11.25379222	9.730486743	14.61552003	5.479846208	4.255458932	7.303630183	13.61517396	10.42935796	8.486629717	8.950617929	8.484578899	13.33393983	8.052697296	10.6288209	10.01978472	11.39714805	25.93428482	0	14.15887884
TCONS_00011283	0	1.468242322	0	0	0	0	1.382424197	0	0	0.757598441	0	0	0	0	1.015543879	0	0	0	0	1.673454289	0	0.790950877	0	0	0.978590628	0	0	0	2.836972621	0	0.850948372	0.948123451	0.707219143	0.639329852	0	1.48154887	0	2.952450251	0	0	0	0	0
TCONS_00011286	1.646819158	0	0	0	0	0	0	1.903036843	0.941545112	0.757598441	0	0	0	0	0	0.639857496	0	0	1.066913781	0	0	0.790950877	0	0	0	0	0	0	0	1.32793276	0.850948372	0.948123451	0	0.639329852	3.992743011	0	0	0.59049005	0	0.814082004	0	0	0
TCONS_00011287	0	0	0	2.229848115	0	1.013707358	1.382424197	2.854555265	0.941545112	3.787992207	1.442727017	0	0	2.015214316	0	0.639857496	0.8105132	1.831249251	0	1.673454289	7.622509385	3.163803506	0	1.305539418	7.828725025	3.538358815	0	2.739923104	1.418486311	1.32793276	1.701896745	0.948123451	0.707219143	1.917989556	1.497278629	1.48154887	0	2.3619602	0	0.814082004	1.921058135	2.934666761	1.011348488
TCONS_00011288	46.11093642	27.89660412	35.99947919	21.18355709	24.24016891	39.53458696	41.4727259	58.04262371	18.83090223	24.24315013	34.62544841	66.4461836	64.97304589	38.79287559	39.60621129	35.83201976	80.2408068	14.64999401	33.07432723	45.18326581	21.91471448	36.38374032	38.98439856	19.58309127	8.807315653	29.19146023	23.38483204	26.02926949	52.48399349	35.19021815	31.48508977	46.45804911	39.60427201	6.393298521	12.47732191	17.28473682	20.57911531	14.76225125	46.45536554	56.17165826	26.89481389	64.56266874	17.1929243
TCONS_00011289	1.646819158	0	1.499978299	0	2.50760368	6.082244148	2.764848393	3.806073686	1.883090223	0	0	0	0	6.045642949	3.046631638	5.118859965	1.6210264	0	1.066913781	1.673454289	0.952813673	2.37285263	1.694973851	0.652769709	1.957181256	3.538358815	0	2.739923104	0	1.991899141	2.552845117	0.948123451	1.414438286	0.639329852	0	1.975398494	0.894744144	1.77147015	0	4.070410019	4.802645337	2.934666761	2.022696977
TCONS_00011295	0	5.872969288	0	1.114924058	5.015207361	1.013707358	0	0	0.941545112	3.030393766	0	0	0	0	0	0	0	0	0	0	0.952813673	0	1.694973851	1.305539418	2.935771884	1.769179408	2.923104005	2.739923104	1.418486311	0.66396638	0	0	1.414438286	0	0	0	0	0	0.91088952	0	0	0	0
TCONS_00011297	2.470228737	0	5.999913198	3.344772173	1.671735787	0	0	0	3.766180447	2.272795324	8.656362101	0	0	0	2.031087758	0	0.8105132	0	0	0	8.575323058	2.37285263	0	5.874927382	0.978590628	7.076717631	1.461552003	0	9.929404174	4.647764662	3.403793489	5.688740707	7.779410574	0	0	0	0	0	0	6.512656031	13.44740694	0	1.011348488
TCONS_00011298	0.823409579	1.468242322	5.999913198	3.344772173	0.835867893	3.041122074	0	0	0.941545112	3.030393766	1.442727017	0	0	0	1.015543879	0	0	0	0	0	5.716882039	0	0	3.916618255	15.65745005	6.192127927	0	0	4.255458932	7.303630183	6.807586978	3.792493805	0	0	0.998185753	2.963097741	0	0.59049005	0	0	0	0	0
TCONS_00011299	0	5.872969288	1.499978299	2.229848115	0	0	1.382424197	0	2.824635335	0	0	0	0	0	0	0	0	0	0	0	3.811254693	0	0	0.652769709	6.850134397	2.653769112	0	0	0	7.303630183	3.403793489	1.896246902	0	0	0	2.469248117	0	0	0	0	0	0	0
TCONS_00011302	4.940457474	284.8390105	274.4960288	593.1395986	520.7456976	41.56200168	2.764848393	72.31540004	349.3132364	240.9163044	49.05271857	1.748583779	2.920136894	1.511410737	25.38859698	0	1.6210264	65.92497303	346.746979	187.4268804	424.9548982	135.2525999	8.474869253	457.5915661	909.5999888	497.1394136	252.8484964	72.60796225	55.32096611	94.283226	180.4010549	135.5816535	101.8395566	0	0	0	0	0	0	0.814082004	0.960529067	2.934666761	0
TCONS_00011304	4.117047895	2.936484644	5.999913198	0	19.22496155	1.013707358	2.764848393	3.806073686	0	17.42476415	0	0	2.190102671	5.038035791	0	12.79714991	0.8105132	1.831249251	0	8.367271446	12.38657775	10.2823614	0	0.652769709	10.2752016	7.961307335	23.38483204	6.84980776	0	14.60726037	5.105690234	10.42935796	0.707219143	3.835979113	10.4809504	4.444646611	67.1058108	5.314410451	0	7.326738034	0	5.869333522	2.022696977
TCONS_00011305	0	0	0	0	0	1.013707358	0	0	0	2.272795324	1.442727017	0	0	0	0	0	0	0	0	0	0	0	0	0.652769709	0	0.884589704	0	0	0	0	0	0	0	0	0.499092876	0	1.789488288	3.542940301	0.91088952	0	0	0	0
TCONS_00011309	37.05343105	212.8951367	185.9973091	379.0741796	208.9669734	79.06917393	48.38484688	45.67288423	249.5094546	170.4596493	57.70908068	66.4461836	67.16314856	69.02109034	93.43003689	80.62204445	38.9046336	232.5686549	295.5351175	230.9366919	478.3124639	217.5114911	57.62911092	315.2877695	559.264544	322.8752419	149.0783043	126.0364628	249.6535907	192.5502503	333.5717619	163.0772336	143.5654861	14.7045866	7.985486022	27.65557891	5.368464864	23.02911195	81.06916732	24.42246011	28.81587202	44.02000141	107.2029398
TCONS_00011325	0	0	5.999913198	2.229848115	5.015207361	0	0	0	1.883090223	0.757598441	1.442727017	0	0	0	0	0	0	0	0	0	0	0	0	2.611078837	2.935771884	0	2.923104005	6.84980776	0	2.655865521	0	0	0	0	0	0	0	0	0	0	0	0	0
TCONS_00011338	139.9796284	55.79320824	61.49911028	210.7206469	70.21290305	75.01434449	111.9763599	42.81832897	229.7370073	150.0044914	66.36544278	92.67494028	80.30376459	68.51728676	187.8756177	117.7337792	25.1259092	172.1374296	81.08544739	18.40799718	268.6934558	50.6208561	138.9878558	86.81837132	159.9995677	237.0700406	33.61569606	79.45777001	80.8537197	132.1293097	265.4958921	58.78365397	70.01469517	274.9118364	55.39930928	379.7703604	86.79018196	96.24987817	48.27714458	38.26185418	97.97396487	82.17066931	40.45393953
