Ids	Gorilla_GON_ACC.bam.out	Gorilla_Sakura_ACC.bam.out	Gorilla_GON_CB.bam.out	Gorilla_Sakura_CB.bam.out	Gorilla_GON_DPFC.bam.out	Gorilla_Sakura_DPFC.bam.out	Gorilla_GON_HIP.bam.out	Gorilla_Sakura_HIP.bam.out	Gorilla_GON_PMC.bam.out	Gorilla_Sakura_PMC.bam.out	Gorilla_GON_STR.bam.out	Gorilla_Sakura_STR.bam.out	Gorilla_GON_V1C.bam.out	Gorilla_Sakura_V1C.bam.out	Gorilla_GON_VPFC.bam.out	Gorilla_Sakura_VPFC.bam.out
TCONS_00009155	23.95353268	0	0	0	11.53873745	0	33.03217626	3.035648886	19.88073848	0	7.43412208	0	0.642704724	0	5.128657007	0
TCONS_00009169	5.52773831	0	1.598879275	0	6.153993307	0	1.436181577	0	7.054455588	0	0.619510173	0	1.285409448	0	4.102925606	0
TCONS_00009201	3.685158874	0	0	0	1.538498327	1.489313581	0	0	1.923942433	0	0.619510173	1.380548447	18.63843699	0	0	0
TCONS_00009202	37.77287845	0	15.58907293	2.169218634	38.46245817	2.978627162	44.52162888	0	65.41404273	2.781958727	52.65836473	0	34.06335037	0	40.51639036	0
TCONS_00009236	0.921289718	0	0.799439638	0	0.769249163	0	0	0	2.565256578	0	0	0	8.997866135	0	2.564328504	0
TCONS_00009248	7.370317747	51.24388331	9.992995469	25.30755072	8.461740797	38.7221531	9.335180248	42.4990844	9.619712166	51.46623645	9.2926526	41.41645342	19.92384644	24.17564513	14.87310532	33.85027362
TCONS_00009284	0	2.562194166	3.19775855	0	4.61549498	1.489313581	1.436181577	0	0.641314144	5.563917454	1.239020347	8.283290684	1.285409448	0	0.512865701	5.887004109
TCONS_00009303	7.370317747	3.843291249	5.196357644	8.676874534	7.692491634	2.978627162	1.436181577	1.517824443	9.619712166	2.781958727	1.85853052	9.663839131	5.784342515	18.13173385	3.077194204	1.471751027
TCONS_00009343	10.1341869	1.281097083	17.58767203	2.892291511	14.6157341	0	2.154272365	0	12.18496874	0	9.2926526	4.141645342	7.069751963	0	12.30877682	0
TCONS_00009352	18.42579437	0	55.96077463	5.784583023	29.23146821	0	27.28744996	0	25.65256578	0	26.01942728	0	19.28114172	6.043911282	14.36023962	0
TCONS_00009459	162.1469904	0	172.6789617	0.723072878	198.4662842	0	146.4905208	0	201.3726413	0	147.4434213	2.761096895	206.9509211	0	196.9404291	8.830506163
TCONS_00009493	0.921289718	0	0	0	4.61549498	0	2.154272365	0	1.923942433	1.390979363	0	0	1.285409448	3.021955641	5.641522708	1.471751027
TCONS_00009546	8.291607466	48.68168915	41.57086115	51.33817433	20.76972741	38.7221531	12.2075434	24.28519108	13.46759703	29.21056663	9.2926526	33.13316273	15.42491337	36.26346769	13.84737392	19.13276335
TCONS_00009580	1.842579437	0	0	0	6.923242471	0	15.07990656	0	5.771827299	0	13.00971364	0	3.856228344	0	8.718716912	0
TCONS_00009594	1.842579437	0	3.19775855	0	0.769249163	0	0	0	0	0	0	0	1.285409448	0	1.025731401	0
TCONS_00009627	2.763869155	2.562194166	6.795236919	1.446145756	6.923242471	2.978627162	2.154272365	0	3.847884866	6.954896817	2.478040693	0	3.21352362	0	4.615791306	0
TCONS_00009677	37.77287845	79.42801914	113.5204285	195.9527499	41.53945482	46.16872101	44.52162888	34.90996218	42.96804767	52.85721581	40.88767144	104.921682	55.27260626	96.70258051	54.87662998	76.53105341
TCONS_00009702	20.2683738	15.37316499	5.995797282	0	11.53873745	8.935881486	17.23417892	4.553473328	31.42439307	8.345876181	1.85853052	1.380548447	19.92384644	0	21.54035943	4.415253081
TCONS_00009706	9.212897184	0	0	0	3.076996654	0	0	0	0.641314144	1.390979363	7.43412208	0	0.642704724	0	3.590059905	0
TCONS_00009721	0	0	2.398318913	0	0.769249163	0	2.154272365	0	0	0	2.478040693	0	1.285409448	0	3.077194204	0
TCONS_00009730	0.921289718	0	0.799439638	0	0	0	2.154272365	0	0.641314144	0	0	0	0	0	1.538597102	0
TCONS_00009741	1.842579437	0	0	0	2.30774749	0	0	0	1.923942433	0	0	0	0	3.021955641	0.512865701	0
TCONS_00009742	6.449028029	1.281097083	1.598879275	0.723072878	2.30774749	8.935881486	2.154272365	10.6247711	3.847884866	1.390979363	0.619510173	0	1.285409448	0	2.051462803	1.471751027
TCONS_00009745	0	0	1.998599094	0	0	0	0	0	0.641314144	0	0	0	0.642704724	0	1.538597102	0
TCONS_00009746	0	0	0.399719819	0	1.538498327	0	1.436181577	0	3.206570722	0	1.239020347	0	3.21352362	0	3.077194204	0
TCONS_00009748	1.842579437	0	0	0	0	0	0	0	0.641314144	0	11.15118312	0	0	0	0	0
TCONS_00009749	0	0	7.194956738	0	0	0	0.718090788	0	0	0	0	0	0	0	0	0
TCONS_00009752	0	0	13.99019366	0	0	0	2.872363153	0	0	0	0	0	0	0	0	0
TCONS_00009833	5.52773831	0	15.18935311	1.446145756	5.384744144	1.489313581	5.026635518	1.517824443	2.565256578	0	2.478040693	0	7.712456687	6.043911282	3.590059905	0
TCONS_00009915	1.842579437	7.686582497	1.598879275	1.446145756	4.61549498	1.489313581	7.180907883	9.106946657	3.847884866	4.17293809	5.57559156	15.18603292	3.21352362	6.043911282	5.128657007	2.943502054
TCONS_00009954	0	0	14.38991348	0	0	0	0	0	0	0	0	0	0	0	0	0
TCONS_00009955	0.921289718	2.562194166	0	0	3.076996654	0	2.154272365	1.517824443	0.641314144	0	1.239020347	4.141645342	0.642704724	3.021955641	3.077194204	0
TCONS_00009957	0.921289718	0	0	0	1.538498327	0	0	0	1.923942433	0	3.097550867	0	4.498933068	0	0.512865701	0
TCONS_00009959	7.370317747	0	17.58767203	0.723072878	5.384744144	0	5.744726307	0	7.054455588	0	0.619510173	9.663839131	3.21352362	0	2.564328504	0
TCONS_00009999	1.842579437	0	3.19775855	0	0.769249163	0	4.30854473	0	0.641314144	0	0	0	0.642704724	0	1.025731401	0
TCONS_00010047	2.763869155	0	2.398318913	0	3.076996654	0	2.154272365	0	2.565256578	0	8.053632253	1.380548447	1.285409448	0	2.564328504	0
TCONS_00010077	4.606448592	0	1.998599094	0	4.61549498	0	2.154272365	0	3.847884866	0	4.336571213	0	2.570818896	0	5.641522708	0
TCONS_00010078	2.763869155	0	0.799439638	0	3.076996654	0	0.718090788	0	2.565256578	0	0.619510173	0	1.928114172	0	1.025731401	1.471751027
TCONS_00010086	1.842579437	0	0	0	6.153993307	0	1.436181577	0	2.565256578	0	3.71706104	0	7.712456687	0	5.641522708	0
TCONS_00010089	1.842579437	0	0	0	1.538498327	0	0	0	3.847884866	0	0	0	0	0	0.512865701	0
TCONS_00010090	7.370317747	10.24877666	0.399719819	0	4.61549498	5.957254324	0	0	8.978398021	8.345876181	0	0	0	0	6.154388409	0
TCONS_00010091	23.03224296	1.281097083	6.795236919	0	17.69273076	0	0	0	12.18496874	0	0	0	3.856228344	0	11.79591112	0
TCONS_00010095	17.50450465	0	3.597478369	0	13.07723578	0	0.718090788	0	11.5436546	0	0.619510173	0	5.141637792	0	13.33450822	0
TCONS_00010096	53.43480367	0	0	0	105.3871354	0	0	0	62.207472	0	0	0	80.98079522	3.021955641	132.8322165	0
TCONS_00010098	45.1431962	0	0	0	103.8486371	0	0	0	24.36993749	0	0	0	73.26833853	0	104.6246029	0
TCONS_00010099	23.95353268	0	0	0	63.0784314	0	0	0	12.18496874	0	0.619510173	0	72.6256338	0	75.391258	0
TCONS_00010109	7.370317747	17.93535916	0	0	3.846245817	7.446567905	1.436181577	13.66041999	1.923942433	2.781958727	1.85853052	1.380548447	6.427047239	3.021955641	3.077194204	10.30225719
TCONS_00010129	1.842579437	0	4.396918006	0	4.61549498	0	10.05327104	0	1.282628289	0	3.097550867	0	3.21352362	0	3.590059905	0
TCONS_00010145	2.763869155	8.96767958	19.98599094	7.230728779	2.30774749	0	12.92563419	3.035648886	4.489199011	1.390979363	10.53167295	8.283290684	7.712456687	3.021955641	11.79591112	2.943502054
TCONS_00010151	4.606448592	3.843291249	6.3955171	2.892291511	6.153993307	0	3.590453942	4.553473328	1.923942433	1.390979363	8.053632253	4.141645342	5.141637792	0	5.641522708	1.471751027
TCONS_00010154	0.921289718	1.281097083	0	0.723072878	1.538498327	4.467940743	0.718090788	1.517824443	2.565256578	1.390979363	3.71706104	2.761096895	0.642704724	0	1.025731401	1.471751027
TCONS_00010155	0	5.124388331	2.398318913	0	0.769249163	0	10.05327104	0	2.565256578	0	0.619510173	0	0.642704724	3.021955641	1.538597102	0
TCONS_00010156	45.1431962	2.562194166	18.38711166	2.169218634	46.1549498	2.978627162	38.05881178	7.589122214	55.79433056	5.563917454	36.55110023	17.94712981	36.63416926	0	47.69651017	4.415253081
TCONS_00010167	0.921289718	5.124388331	0.799439638	0.723072878	0.769249163	7.446567905	2.872363153	9.106946657	0.641314144	4.17293809	3.097550867	1.380548447	3.21352362	0	1.025731401	1.471751027
TCONS_00010170	2.763869155	0	0	0.723072878	5.384744144	0	3.590453942	1.517824443	3.847884866	0	16.72677468	0	5.784342515	0	7.18011981	0
TCONS_00010190	2.763869155	2.562194166	0.399719819	0	3.076996654	4.467940743	0.718090788	4.553473328	3.847884866	0	3.097550867	0	6.427047239	3.021955641	1.538597102	0
TCONS_00010191	16.58321493	15.37316499	4.796637825	0.723072878	11.53873745	5.957254324	10.05327104	12.14259554	5.771827299	16.69175236	6.195101733	12.42493603	19.92384644	9.065866923	13.33450822	11.77400822
TCONS_00010192	2.763869155	5.124388331	7.194956738	5.784583023	6.153993307	1.489313581	3.590453942	4.553473328	3.206570722	6.954896817	1.85853052	0	3.856228344	12.08782256	2.051462803	1.471751027
TCONS_00010202	5.52773831	0	11.19215493	16.63067619	7.692491634	0	1.436181577	0	8.337083877	0	5.57559156	2.761096895	8.997866135	0	11.28304542	0
TCONS_00010203	14.74063549	0	21.98459003	44.83051843	15.38498327	0	0	3.035648886	17.3154819	0	13.00971364	37.27480808	30.20712203	6.043911282	21.02749373	0
TCONS_00010214	23.03224296	26.90303874	2.398318913	0	23.0774749	37.23283952	23.69699602	39.46343551	25.65256578	33.38350472	13.62922381	23.4693236	19.28114172	6.043911282	15.89883672	14.71751027
TCONS_00010233	0.921289718	0	1.199159456	0	8.461740797	0	2.872363153	0	3.206570722	0	4.336571213	0	3.856228344	0	2.564328504	0
TCONS_00010269	0	1.281097083	1.199159456	0	3.076996654	0	0	0	0	2.781958727	0	0	3.21352362	3.021955641	1.538597102	0
TCONS_00010281	0	0	0	0	1.538498327	0	2.154272365	0	0	0	0	0	3.856228344	0	0.512865701	0
TCONS_00010297	2.763869155	0	2.398318913	0.723072878	0	0	2.154272365	0	0.641314144	0	0.619510173	1.380548447	3.21352362	0	2.051462803	1.471751027
TCONS_00010373	34.08771958	0	7.194956738	0	27.69296988	0	25.13317759	3.035648886	38.47884866	0	21.06334589	2.761096895	21.20925589	3.021955641	30.77194204	0
TCONS_00010407	10.1341869	0	6.3955171	0	5.384744144	0	3.590453942	0	8.337083877	0	9.912162773	0	11.56868503	0	3.590059905	2.943502054
TCONS_00010410	2.763869155	0	4.396918006	0	4.61549498	0	5.026635518	0	6.413141444	0	3.71706104	0	3.856228344	0	4.615791306	0
TCONS_00010431	0	1.281097083	0	0	0	0	2.154272365	0	1.282628289	0	1.85853052	0	1.928114172	0	1.025731401	0
TCONS_00010452	237.6927473	371.518154	619.9654389	1015.194321	240.7749881	424.4543706	382.7423902	402.2234773	194.9594999	422.8577265	173.4628485	93.87729441	316.2107242	462.3592131	208.2234745	422.3925448
TCONS_00010470	0	1.281097083	8.793836013	2.169218634	3.846245817	0	2.154272365	3.035648886	0	5.563917454	0.619510173	1.380548447	1.928114172	0	2.051462803	0
TCONS_00010503	1566.192521	40.99510665	1434.59443	125.8146807	1150.027499	43.19009385	1972.595396	91.06946657	2562.691321	44.51133963	2050.578674	226.4099454	1079.743936	48.35129026	1328.322165	132.4575924
TCONS_00010572	5.52773831	0	0	0	1.538498327	0	0	0	7.695769733	0	0.619510173	0	2.570818896	0	4.615791306	0
TCONS_00010632	0	0	15.58907293	0	1.538498327	0	0.718090788	0	1.282628289	0	3.71706104	0	2.570818896	0	1.025731401	0
TCONS_00010633	2.763869155	0	9.193555832	0	4.61549498	0	0	0	1.923942433	1.390979363	4.336571213	0	0.642704724	0	1.025731401	0
TCONS_00010642	5.52773831	0	1.598879275	0	3.846245817	0	1.436181577	0	2.565256578	0	0	0	1.285409448	0	6.667254109	0
TCONS_00010659	0.921289718	0	1.199159456	0	0.769249163	0	0	0	1.282628289	0	0.619510173	0	0.642704724	0	1.025731401	0
TCONS_00010678	4.606448592	0	3.19775855	1.446145756	5.384744144	1.489313581	5.744726307	1.517824443	2.565256578	0	3.097550867	1.380548447	4.498933068	0	4.102925606	1.471751027
TCONS_00010720	47.90706536	0	57.15993408	0	60.77068391	0	46.67590124	0	79.5229539	0	75.58024115	5.522193789	71.34022436	0	53.85089857	0
TCONS_00010728	17.50450465	2.562194166	38.3731026	2.892291511	17.69273076	5.957254324	10.05327104	0	23.0873092	1.390979363	14.86824416	1.380548447	16.71032282	0	17.95029952	0
TCONS_00010747	0.921289718	0	1.199159456	0	0.769249163	0	0	0	3.206570722	0	0.619510173	0	0.642704724	0	0.512865701	0
TCONS_00010748	36.85158874	0	73.14872683	1.446145756	59.23218558	0	38.77690257	0	55.79433056	0	30.35599849	0	68.76940546	0	54.36376428	0
TCONS_00010763	4.606448592	0	0	0	0.769249163	0	0	0	2.565256578	0	0	0	0	0	1.025731401	0
TCONS_00010764	4.606448592	0	0	0	0.769249163	0	0	0	5.130513155	0	0.619510173	0	0.642704724	0	4.615791306	0
TCONS_00010792	21.18966352	0	56.36049445	0	12.30798661	0	27.28744996	0	28.21782235	0	33.45354936	0	39.20498816	0	27.18188214	0
TCONS_00010793	8.291607466	0	10.79243511	0	6.153993307	0	9.335180248	0	4.489199011	0	6.814611907	2.761096895	3.21352362	0	6.154388409	0
TCONS_00010794	73.70317747	0	457.2794727	6.507655901	64.61692973	5.957254324	84.01662224	1.517824443	117.3604884	2.781958727	139.389789	9.663839131	93.83488969	3.021955641	73.3397952	0
TCONS_00010795	11.05547662	2.562194166	40.3717017	6.507655901	13.07723578	0	22.26081444	4.553473328	14.75022532	0	26.63893745	2.761096895	15.42491337	9.065866923	10.77017971	2.943502054
TCONS_00010804	5.52773831	0	6.795236919	1.446145756	2.30774749	4.467940743	7.898998672	1.517824443	6.413141444	0	2.478040693	2.761096895	2.570818896	0	3.590059905	1.471751027
TCONS_00010808	0	0	0.399719819	0	0.769249163	0	1.436181577	0	2.565256578	0	9.912162773	0	0.642704724	0	0.512865701	0
TCONS_00010809	0	0	0.399719819	0	1.538498327	0	2.154272365	0	3.847884866	0	7.43412208	0	1.285409448	0	0	0
TCONS_00010812	0	0	0	0	0.769249163	0	1.436181577	0	1.923942433	0	4.336571213	0	0.642704724	0	0	0
TCONS_00010860	0.921289718	0	1.998599094	0	1.538498327	0	0	0	0	0	0.619510173	0	0.642704724	0	0.512865701	0
TCONS_00010884	2.763869155	0	177.8753194	1.446145756	9.230989961	0	4.30854473	0	5.130513155	0	1.239020347	0	10.28327558	0	15.38597102	0
TCONS_00010893	9.212897184	0	2.398318913	0	10.76948829	0	11.48945261	0	7.695769733	0	2.478040693	0	19.28114172	0	10.77017971	0
TCONS_00010894	1.842579437	0	0	0	4.61549498	0	9.335180248	0	2.565256578	0	0.619510173	0	2.570818896	0	1.538597102	0
TCONS_00010901	1.842579437	0	2.798038731	0	1.538498327	0	0.718090788	0	2.565256578	0	3.097550867	0	1.928114172	0	5.641522708	0
TCONS_00010921	1.842579437	0	0	0	10.76948829	0	0	0	4.489199011	0	0	0	0	0	5.641522708	0
TCONS_00010927	2.763869155	3.843291249	9.992995469	0	5.384744144	0	2.872363153	0	4.489199011	5.563917454	6.814611907	0	8.997866135	3.021955641	3.077194204	0
TCONS_00010933	0	0	9.59327565	0.723072878	4.61549498	0	2.154272365	0	0.641314144	0	0	0	5.141637792	0	0.512865701	0
TCONS_00010939	2.763869155	0	3.19775855	0	7.692491634	0	3.590453942	0	2.565256578	0	0.619510173	0	7.069751963	0	4.615791306	0
TCONS_00010957	5.52773831	0	0	0	2.30774749	0	3.590453942	0	1.923942433	0	1.85853052	0	0	0	1.538597102	0
TCONS_00010986	34.08771958	58.93046581	20.78543058	23.86140497	41.53945482	46.16872101	35.18644863	62.23080215	41.68541938	51.46623645	24.78040693	44.17755031	35.34875982	42.30737897	35.38773335	42.68077979
TCONS_00011012	0.921289718	0	0	0	0.769249163	0	0.718090788	0	1.923942433	0	5.57559156	1.380548447	0	0	2.564328504	0
TCONS_00011051	34.08771958	28.18413582	11.99159456	20.24604058	22.30822574	26.80764446	21.54272365	39.46343551	27.57650821	13.90979363	14.86824416	59.36358323	16.0676181	9.065866923	20.00176233	14.71751027
TCONS_00011052	8.291607466	0	18.38711166	0	16.92348159	0	15.07990656	0	13.46759703	0	14.86824416	0	17.35302755	0	13.33450822	0
TCONS_00011110	3.685158874	0	0	0	0	0	3.590453942	1.517824443	0	0	2.478040693	0	0.642704724	0	0	0
TCONS_00011133	20.2683738	1.281097083	53.1627359	2.169218634	29.23146821	0	6.462817095	0	24.36993749	0	3.71706104	0	51.41637792	0	24.61755363	1.471751027
TCONS_00011134	4.606448592	0	5.596077463	0	3.076996654	1.489313581	1.436181577	0	7.054455588	5.563917454	0	0	1.928114172	0	8.205851211	1.471751027
TCONS_00011143	1.842579437	3.843291249	11.99159456	2.892291511	2.30774749	0	2.872363153	3.035648886	2.565256578	1.390979363	6.195101733	0	5.784342515	0	2.051462803	0
TCONS_00011166	18.42579437	0	27.18094768	2.169218634	16.92348159	0	21.54272365	0	17.95679604	0	28.49746797	0	28.27900785	0	22.05322513	0
TCONS_00011171	15.66192521	10.24877666	6.3955171	2.892291511	11.53873745	2.978627162	12.92563419	1.517824443	8.978398021	26.42860791	13.00971364	12.42493603	10.28327558	6.043911282	10.77017971	8.830506163
TCONS_00011186	1.842579437	0	2.798038731	0	0	0	0	0	0	0	0	1.380548447	0	0	0	0
TCONS_00011213	0	0	0.399719819	0	0	0	0.718090788	0	1.282628289	0	0	0	1.928114172	0	4.102925606	0
TCONS_00011227	0.921289718	1.281097083	3.597478369	0.723072878	4.61549498	4.467940743	1.436181577	0	0	1.390979363	4.336571213	8.283290684	4.498933068	0	1.025731401	1.471751027
TCONS_00011249	15.66192521	0	0	0	34.61621235	0	0	0	12.82628289	0	0	0	6.427047239	0	19.48889663	0
TCONS_00011251	3.685158874	1.281097083	0.399719819	0	5.384744144	4.467940743	0	0	5.130513155	5.563917454	0	0	2.570818896	3.021955641	2.564328504	5.887004109
TCONS_00011257	3.685158874	0	1.199159456	0	1.538498327	0	0	0	0	0	0.619510173	0	0	0	1.538597102	0
TCONS_00011274	0	1.281097083	4.396918006	0	0.769249163	0	0.718090788	0	0	0	0	0	7.069751963	0	1.025731401	0
TCONS_00011282	0	6.405485414	0.799439638	6.507655901	0.769249163	8.935881486	1.436181577	9.106946657	0	1.390979363	0	5.522193789	0	3.021955641	0.512865701	1.471751027
TCONS_00011293	1.842579437	15.37316499	9.193555832	19.5229677	6.923242471	10.42519507	2.154272365	9.106946657	5.130513155	26.42860791	6.195101733	12.42493603	4.498933068	15.1097782	1.025731401	17.66101233
TCONS_00011309	3.685158874	0	0	0	6.923242471	0	1.436181577	0	1.282628289	0	5.57559156	2.761096895	4.498933068	0	8.718716912	0
TCONS_00011310	20.2683738	29.46523291	35.97478369	64.35348613	16.15423243	16.38244939	10.05327104	28.83866441	14.75022532	30.601546	14.86824416	11.04438758	19.28114172	54.39520154	11.79591112	29.43502054
TCONS_00011312	58.04125226	0	9.992995469	6.507655901	79.23266383	0	46.67590124	0	52.58775984	0	17.34628485	0	124.0420117	6.043911282	59.49242128	2.943502054
TCONS_00011314	8.291607466	0	4.796637825	0	1.538498327	1.489313581	10.77136183	0	6.413141444	0	3.097550867	0	5.141637792	0	2.051462803	0
TCONS_00011329	6.449028029	1.281097083	5.596077463	0	2.30774749	0	7.898998672	0	8.978398021	0	9.2926526	5.522193789	6.427047239	0	7.18011981	1.471751027
TCONS_00011339	0.921289718	0	3.997198188	0	5.384744144	0	0	0	3.847884866	0	3.097550867	0	0	0	4.615791306	0
TCONS_00011340	4.606448592	0	1.598879275	0	1.538498327	0	0.718090788	0	5.771827299	0	0.619510173	0	5.784342515	0	10.77017971	0
TCONS_00011347	8.291607466	0	5.196357644	0	4.61549498	0	4.30854473	1.517824443	5.130513155	0	4.336571213	0	2.570818896	0	3.077194204	0
TCONS_00011353	4.606448592	0	1.998599094	0	0	0	8.61708946	1.517824443	6.413141444	0	5.57559156	0	1.285409448	0	4.102925606	0
TCONS_00011368	3.685158874	0	14.38991348	0	12.30798661	1.489313581	0	1.517824443	3.206570722	1.390979363	3.71706104	1.380548447	6.427047239	0	6.154388409	0
TCONS_00011370	0	2.562194166	0.399719819	0.723072878	2.30774749	0	2.154272365	0	2.565256578	0	3.71706104	0	0.642704724	0	2.564328504	7.358755136
TCONS_00011380	0.921289718	0	0	0	1.538498327	0	2.872363153	0	7.054455588	0	0	0	1.285409448	0	2.051462803	0
TCONS_00011414	18.42579437	0	17.58767203	2.169218634	16.15423243	0	10.77136183	0	23.72862334	0	8.673142427	0	21.20925589	0	15.38597102	0
TCONS_00011434	0.921289718	0	5.596077463	0	2.30774749	0	4.30854473	0	1.923942433	0	4.956081387	0	10.28327558	0	8.718716912	0
TCONS_00011438	0.921289718	0	1.598879275	0	0.769249163	0	2.872363153	0	0	0	0.619510173	0	0	0	1.025731401	0
TCONS_00011439	2.763869155	0	3.997198188	1.446145756	2.30774749	0	7.898998672	0	2.565256578	0	8.053632253	0	2.570818896	0	9.744448314	0
TCONS_00011455	2.763869155	0	5.995797282	1.446145756	4.61549498	0	5.026635518	0	9.619712166	0	7.43412208	0	4.498933068	0	9.744448314	0
TCONS_00011456	4.606448592	0	4.396918006	0	1.538498327	0	2.872363153	0	12.82628289	0	12.39020347	0	8.355161411	0	4.102925606	0
TCONS_00011458	5.52773831	1.281097083	1.598879275	0	6.923242471	1.489313581	1.436181577	21.2495422	3.206570722	8.345876181	6.814611907	12.42493603	1.285409448	6.043911282	4.615791306	5.887004109
TCONS_00011466	7.370317747	0	0	0	10.00023912	0	4.30854473	0	7.054455588	0	0	0	3.856228344	0	9.231582613	0
TCONS_00011485	10.1341869	7.686582497	27.5806675	13.73838468	10.00023912	2.978627162	25.85126838	6.071297771	19.23942433	12.51881427	37.79012057	6.902742236	10.28327558	6.043911282	9.744448314	5.887004109
TCONS_00011501	11.97676634	0	3.997198188	0	6.923242471	0	5.026635518	0	7.695769733	0	3.097550867	0	8.355161411	0	4.102925606	1.471751027
TCONS_00011520	13.81934578	122.98532	2.398318913	28.92291511	9.230989961	69.9977383	5.744726307	45.53473328	23.72862334	45.90231899	6.814611907	118.7271665	10.92598031	126.9221369	11.79591112	88.30506163
TCONS_00011521	6.449028029	10.24877666	3.19775855	0	6.923242471	7.446567905	7.180907883	1.517824443	17.95679604	4.17293809	8.673142427	5.522193789	12.85409448	15.1097782	7.692985511	4.415253081
TCONS_00011546	10.1341869	0	9.59327565	0	6.153993307	0	2.872363153	0	7.695769733	0	8.673142427	0	7.069751963	0	8.205851211	0
TCONS_00011547	4.606448592	0	8.394116194	0	10.00023912	0	8.61708946	0	7.695769733	0	6.195101733	2.761096895	5.784342515	0	10.77017971	0
TCONS_00011550	6.449028029	0	0.399719819	0	1.538498327	0	5.026635518	0	6.413141444	0	4.956081387	0	0.642704724	0	1.538597102	0
TCONS_00011558	2.763869155	0	0.399719819	0.723072878	3.846245817	2.978627162	11.48945261	6.071297771	5.771827299	4.17293809	9.2926526	2.761096895	1.928114172	3.021955641	2.564328504	1.471751027
TCONS_00011565	0.921289718	0	0	0	2.30774749	0	0.718090788	0	1.282628289	0	0	0	1.928114172	0	0.512865701	0
TCONS_00011585	35.93029902	42.27620373	32.37730532	18.79989482	66.15542805	43.19009385	58.16535386	40.98125996	37.83753452	38.94742218	40.88767144	17.94712981	38.56228344	42.30737897	50.26083867	35.32202465
TCONS_00011589	161.2257007	146.0450674	558.8083066	759.2265217	130.0031086	242.7581137	67.5005341	89.55164212	114.7952318	176.6543792	275.6820271	285.7735286	216.591492	217.5808061	123.6006339	251.6694256
TCONS_00011599	3.685158874	0	0	0	4.61549498	0	0	0	7.695769733	0	0	0	0	0	5.128657007	0
TCONS_00011600	3.685158874	0	0	0	0.769249163	0	0	0	3.206570722	0	0	0	0	0	2.564328504	0
TCONS_00011658	3.685158874	0	27.18094768	0.723072878	4.61549498	0	2.872363153	0	1.923942433	0	0.619510173	0	3.856228344	0	3.077194204	0
TCONS_00011661	0	2.562194166	0.399719819	4.338437267	0.769249163	2.978627162	2.154272365	7.589122214	0.641314144	5.563917454	2.478040693	6.902742236	3.856228344	12.08782256	1.538597102	2.943502054
TCONS_00011675	0	0	1.598879275	0	3.076996654	0	0.718090788	0	3.847884866	0	1.85853052	0	5.141637792	0	1.025731401	0
TCONS_00011676	17.50450465	0	20.38571076	0	24.61597323	0	12.92563419	0	17.3154819	0	29.11697815	0	34.06335037	0	18.97603093	0
TCONS_00011686	2.763869155	0	0	0	4.61549498	0	5.744726307	0	0	0	1.85853052	0	0.642704724	0	6.154388409	0
TCONS_00011691	0.921289718	0	1.199159456	0	2.30774749	0	0.718090788	0	1.282628289	0	1.239020347	0	1.928114172	0	1.025731401	0
TCONS_00011732	6.449028029	0	18.78683148	0	6.153993307	0	5.026635518	1.517824443	5.771827299	0	7.43412208	0	3.21352362	0	9.231582613	0
TCONS_00011733	5.52773831	0	5.196357644	0	4.61549498	0	0.718090788	6.071297771	6.413141444	0	2.478040693	0	3.21352362	0	7.18011981	0
TCONS_00011734	4.606448592	0	3.997198188	0	3.846245817	0	0.718090788	0	3.847884866	0	1.239020347	0	1.285409448	0	3.590059905	0
TCONS_00011744	0	0	1.998599094	0	0	0	2.154272365	0	0.641314144	0	0.619510173	0	0.642704724	0	1.538597102	0
TCONS_00011745	4.606448592	0	1.998599094	0	5.384744144	0	0.718090788	0	4.489199011	0	5.57559156	0	3.21352362	0	5.128657007	0
TCONS_00011746	3.685158874	0	3.19775855	0	3.846245817	0	1.436181577	0	3.206570722	0	1.85853052	0	0.642704724	0	0	0
TCONS_00011773	1124.894746	7.686582497	931.7468976	17.35374907	1318.493066	2.978627162	813.5968632	10.6247711	1137.691292	0	1035.2015	13.80548447	1178.077759	9.065866923	1340.630942	7.358755136
TCONS_00011777	18.42579437	0	0	0	40.0009565	1.489313581	62.47389859	1.517824443	44.89199011	0	0.619510173	0	32.1352362	0	56.92809278	0
TCONS_00011789	0	0	1.199159456	0	0	1.489313581	0	1.517824443	0.641314144	1.390979363	1.239020347	4.141645342	1.285409448	3.021955641	2.564328504	5.887004109
TCONS_00011837	3.685158874	0	9.59327565	0	6.923242471	0	2.872363153	0	3.206570722	0	7.43412208	0	4.498933068	0	7.18011981	0
TCONS_00011838	21.18966352	0	23.58346931	0	29.23146821	0	24.4150868	0	28.8591365	0	17.96579503	0	26.35089368	0	23.07895653	0
TCONS_00011840	2.763869155	0	5.196357644	0	3.076996654	0	5.744726307	0	4.489199011	0	4.336571213	0	6.427047239	0	2.564328504	0
TCONS_00011873	0.921289718	0	2.798038731	1.446145756	3.076996654	0	0.718090788	0	5.130513155	0	1.85853052	0	4.498933068	0	2.564328504	0
TCONS_00011884	4.606448592	0	5.995797282	0	4.61549498	0	8.61708946	0	5.130513155	0	5.57559156	1.380548447	5.141637792	0	7.18011981	0
