LncRNAs	LncRNA1_id	Region	Organism
TCONS_00049818	pan_TCONS_00049818	CB vs STR	Chimp
TCONS_00049819	pan_TCONS_00049819	CB vs STR	Chimp
TCONS_00049821	pan_TCONS_00049821	CB vs STR	Chimp
TCONS_00049851	pan_TCONS_00049851	CB vs STR	Chimp
TCONS_00049852	pan_TCONS_00049852	CB vs STR	Chimp
TCONS_00049854	pan_TCONS_00049854	CB vs STR	Chimp
TCONS_00049865	pan_TCONS_00049865	CB vs STR	Chimp
TCONS_00049880	pan_TCONS_00049880	CB vs STR	Chimp
TCONS_00049898	pan_TCONS_00049898	CB vs STR	Chimp
TCONS_00049926	pan_TCONS_00049926	CB vs STR	Chimp
TCONS_00049963	pan_TCONS_00049963	CB vs STR	Chimp
TCONS_00049967	pan_TCONS_00049967	CB vs STR	Chimp
TCONS_00049969	pan_TCONS_00049969	CB vs STR	Chimp
TCONS_00049971	pan_TCONS_00049971	CB vs STR	Chimp
TCONS_00049987	pan_TCONS_00049987	CB vs STR	Chimp
TCONS_00049990	pan_TCONS_00049990	CB vs STR	Chimp
TCONS_00050005	pan_TCONS_00050005	CB vs STR	Chimp
TCONS_00050021	pan_TCONS_00050021	CB vs STR	Chimp
TCONS_00050079	pan_TCONS_00050079	CB vs STR	Chimp
TCONS_00050118	pan_TCONS_00050118	CB vs STR	Chimp
TCONS_00050208	pan_TCONS_00050208	CB vs STR	Chimp
TCONS_00050248	pan_TCONS_00050248	CB vs STR	Chimp
TCONS_00050261	pan_TCONS_00050261	CB vs STR	Chimp
TCONS_00050367	pan_TCONS_00050367	CB vs STR	Chimp
TCONS_00050368	pan_TCONS_00050368	CB vs STR	Chimp
TCONS_00050397	pan_TCONS_00050397	CB vs STR	Chimp
TCONS_00050529	pan_TCONS_00050529	CB vs STR	Chimp
TCONS_00050653	pan_TCONS_00050653	CB vs STR	Chimp
TCONS_00050782	pan_TCONS_00050782	CB vs STR	Chimp
TCONS_00051072	pan_TCONS_00051072	CB vs STR	Chimp
TCONS_00051095	pan_TCONS_00051095	CB vs STR	Chimp
TCONS_00051100	pan_TCONS_00051100	CB vs STR	Chimp
TCONS_00051199	pan_TCONS_00051199	CB vs STR	Chimp
TCONS_00051272	pan_TCONS_00051272	CB vs STR	Chimp
TCONS_00051296	pan_TCONS_00051296	CB vs STR	Chimp
TCONS_00051297	pan_TCONS_00051297	CB vs STR	Chimp
TCONS_00051369	pan_TCONS_00051369	CB vs STR	Chimp
TCONS_00051385	pan_TCONS_00051385	CB vs STR	Chimp
TCONS_00051421	pan_TCONS_00051421	CB vs STR	Chimp
TCONS_00051521	pan_TCONS_00051521	CB vs STR	Chimp
TCONS_00051558	pan_TCONS_00051558	CB vs STR	Chimp
TCONS_00051588	pan_TCONS_00051588	CB vs STR	Chimp
TCONS_00051627	pan_TCONS_00051627	CB vs STR	Chimp
TCONS_00051747	pan_TCONS_00051747	CB vs STR	Chimp
TCONS_00052001	pan_TCONS_00052001	CB vs STR	Chimp
TCONS_00052010	pan_TCONS_00052010	CB vs STR	Chimp
TCONS_00052094	pan_TCONS_00052094	CB vs STR	Chimp
TCONS_00052182	pan_TCONS_00052182	CB vs STR	Chimp
TCONS_00052183	pan_TCONS_00052183	CB vs STR	Chimp
TCONS_00052185	pan_TCONS_00052185	CB vs STR	Chimp
TCONS_00052204	pan_TCONS_00052204	CB vs STR	Chimp
TCONS_00052233	pan_TCONS_00052233	CB vs STR	Chimp
TCONS_00052247	pan_TCONS_00052247	CB vs STR	Chimp
TCONS_00052276	pan_TCONS_00052276	CB vs STR	Chimp
TCONS_00052329	pan_TCONS_00052329	CB vs STR	Chimp
TCONS_00052336	pan_TCONS_00052336	CB vs STR	Chimp
TCONS_00052488	pan_TCONS_00052488	CB vs STR	Chimp
TCONS_00052563	pan_TCONS_00052563	CB vs STR	Chimp
TCONS_00052661	pan_TCONS_00052661	CB vs STR	Chimp
TCONS_00052690	pan_TCONS_00052690	CB vs STR	Chimp
TCONS_00052774	pan_TCONS_00052774	CB vs STR	Chimp
TCONS_00052848	pan_TCONS_00052848	CB vs STR	Chimp
TCONS_00053182	pan_TCONS_00053182	CB vs STR	Chimp
TCONS_00053195	pan_TCONS_00053195	CB vs STR	Chimp
TCONS_00053207	pan_TCONS_00053207	CB vs STR	Chimp
TCONS_00053250	pan_TCONS_00053250	CB vs STR	Chimp
TCONS_00053301	pan_TCONS_00053301	CB vs STR	Chimp
TCONS_00053317	pan_TCONS_00053317	CB vs STR	Chimp
TCONS_00053448	pan_TCONS_00053448	CB vs STR	Chimp
TCONS_00053520	pan_TCONS_00053520	CB vs STR	Chimp
TCONS_00053568	pan_TCONS_00053568	CB vs STR	Chimp
TCONS_00053573	pan_TCONS_00053573	CB vs STR	Chimp
TCONS_00053583	pan_TCONS_00053583	CB vs STR	Chimp
TCONS_00053589	pan_TCONS_00053589	CB vs STR	Chimp
TCONS_00053605	pan_TCONS_00053605	CB vs STR	Chimp
TCONS_00053616	pan_TCONS_00053616	CB vs STR	Chimp
TCONS_00053637	pan_TCONS_00053637	CB vs STR	Chimp
TCONS_00053638	pan_TCONS_00053638	CB vs STR	Chimp
TCONS_00053733	pan_TCONS_00053733	CB vs STR	Chimp
TCONS_00053865	pan_TCONS_00053865	CB vs STR	Chimp
TCONS_00053912	pan_TCONS_00053912	CB vs STR	Chimp
TCONS_00053993	pan_TCONS_00053993	CB vs STR	Chimp
TCONS_00053999	pan_TCONS_00053999	CB vs STR	Chimp
TCONS_00054020	pan_TCONS_00054020	CB vs STR	Chimp
TCONS_00054084	pan_TCONS_00054084	CB vs STR	Chimp
TCONS_00054118	pan_TCONS_00054118	CB vs STR	Chimp
TCONS_00054151	pan_TCONS_00054151	CB vs STR	Chimp
TCONS_00054200	pan_TCONS_00054200	CB vs STR	Chimp
TCONS_00054238	pan_TCONS_00054238	CB vs STR	Chimp
TCONS_00000078	pan_TCONS_00000078	CB vs V1C	Chimp
TCONS_00000258	pan_TCONS_00000258	CB vs V1C	Chimp
TCONS_00000325	pan_TCONS_00000325	CB vs V1C	Chimp
TCONS_00000391	pan_TCONS_00000391	CB vs V1C	Chimp
TCONS_00000624	pan_TCONS_00000624	CB vs V1C	Chimp
TCONS_00000742	pan_TCONS_00000742	CB vs V1C	Chimp
TCONS_00000872	pan_TCONS_00000872	CB vs V1C	Chimp
TCONS_00001044	pan_TCONS_00001044	CB vs V1C	Chimp
TCONS_00001079	pan_TCONS_00001079	CB vs V1C	Chimp
TCONS_00001080	pan_TCONS_00001080	CB vs V1C	Chimp
TCONS_00001111	pan_TCONS_00001111	CB vs V1C	Chimp
TCONS_00001117	pan_TCONS_00001117	CB vs V1C	Chimp
TCONS_00001205	pan_TCONS_00001205	CB vs V1C	Chimp
TCONS_00001324	pan_TCONS_00001324	CB vs V1C	Chimp
TCONS_00001532	pan_TCONS_00001532	CB vs V1C	Chimp
TCONS_00001701	pan_TCONS_00001701	CB vs V1C	Chimp
TCONS_00001856	pan_TCONS_00001856	CB vs V1C	Chimp
TCONS_00002012	pan_TCONS_00002012	CB vs V1C	Chimp
TCONS_00002179	pan_TCONS_00002179	CB vs V1C	Chimp
TCONS_00002234	pan_TCONS_00002234	CB vs V1C	Chimp
TCONS_00002245	pan_TCONS_00002245	CB vs V1C	Chimp
TCONS_00002310	pan_TCONS_00002310	CB vs V1C	Chimp
TCONS_00002365	pan_TCONS_00002365	CB vs V1C	Chimp
TCONS_00002449	pan_TCONS_00002449	CB vs V1C	Chimp
TCONS_00002475	pan_TCONS_00002475	CB vs V1C	Chimp
TCONS_00002497	pan_TCONS_00002497	CB vs V1C	Chimp
TCONS_00002753	pan_TCONS_00002753	CB vs V1C	Chimp
TCONS_00002760	pan_TCONS_00002760	CB vs V1C	Chimp
TCONS_00002773	pan_TCONS_00002773	CB vs V1C	Chimp
TCONS_00002780	pan_TCONS_00002780	CB vs V1C	Chimp
TCONS_00002847	pan_TCONS_00002847	CB vs V1C	Chimp
TCONS_00002873	pan_TCONS_00002873	CB vs V1C	Chimp
TCONS_00002891	pan_TCONS_00002891	CB vs V1C	Chimp
TCONS_00002967	pan_TCONS_00002967	CB vs V1C	Chimp
TCONS_00003009	pan_TCONS_00003009	CB vs V1C	Chimp
TCONS_00003010	pan_TCONS_00003010	CB vs V1C	Chimp
TCONS_00003104	pan_TCONS_00003104	CB vs V1C	Chimp
TCONS_00003108	pan_TCONS_00003108	CB vs V1C	Chimp
TCONS_00003367	pan_TCONS_00003367	CB vs V1C	Chimp
TCONS_00003471	pan_TCONS_00003471	CB vs V1C	Chimp
TCONS_00003480	pan_TCONS_00003480	CB vs V1C	Chimp
TCONS_00003587	pan_TCONS_00003587	CB vs V1C	Chimp
TCONS_00003636	pan_TCONS_00003636	CB vs V1C	Chimp
TCONS_00003641	pan_TCONS_00003641	CB vs V1C	Chimp
TCONS_00003694	pan_TCONS_00003694	CB vs V1C	Chimp
TCONS_00003696	pan_TCONS_00003696	CB vs V1C	Chimp
TCONS_00003747	pan_TCONS_00003747	CB vs V1C	Chimp
TCONS_00003762	pan_TCONS_00003762	CB vs V1C	Chimp
TCONS_00003907	pan_TCONS_00003907	CB vs V1C	Chimp
TCONS_00003928	pan_TCONS_00003928	CB vs V1C	Chimp
TCONS_00004190	pan_TCONS_00004190	CB vs V1C	Chimp
TCONS_00004201	pan_TCONS_00004201	CB vs V1C	Chimp
TCONS_00004385	pan_TCONS_00004385	CB vs V1C	Chimp
TCONS_00004393	pan_TCONS_00004393	CB vs V1C	Chimp
TCONS_00004394	pan_TCONS_00004394	CB vs V1C	Chimp
TCONS_00004403	pan_TCONS_00004403	CB vs V1C	Chimp
TCONS_00004406	pan_TCONS_00004406	CB vs V1C	Chimp
TCONS_00004407	pan_TCONS_00004407	CB vs V1C	Chimp
TCONS_00004423	pan_TCONS_00004423	CB vs V1C	Chimp
TCONS_00004447	pan_TCONS_00004447	CB vs V1C	Chimp
TCONS_00004500	pan_TCONS_00004500	CB vs V1C	Chimp
TCONS_00004673	pan_TCONS_00004673	CB vs V1C	Chimp
TCONS_00004724	pan_TCONS_00004724	CB vs V1C	Chimp
TCONS_00004770	pan_TCONS_00004770	CB vs V1C	Chimp
TCONS_00004915	pan_TCONS_00004915	CB vs V1C	Chimp
TCONS_00004995	pan_TCONS_00004995	CB vs V1C	Chimp
TCONS_00005017	pan_TCONS_00005017	CB vs V1C	Chimp
TCONS_00005067	pan_TCONS_00005067	CB vs V1C	Chimp
TCONS_00005068	pan_TCONS_00005068	CB vs V1C	Chimp
TCONS_00005105	pan_TCONS_00005105	CB vs V1C	Chimp
TCONS_00005117	pan_TCONS_00005117	CB vs V1C	Chimp
TCONS_00005275	pan_TCONS_00005275	CB vs V1C	Chimp
TCONS_00005372	pan_TCONS_00005372	CB vs V1C	Chimp
TCONS_00005388	pan_TCONS_00005388	CB vs V1C	Chimp
TCONS_00005390	pan_TCONS_00005390	CB vs V1C	Chimp
TCONS_00005477	pan_TCONS_00005477	CB vs V1C	Chimp
TCONS_00005540	pan_TCONS_00005540	CB vs V1C	Chimp
TCONS_00005542	pan_TCONS_00005542	CB vs V1C	Chimp
TCONS_00005578	pan_TCONS_00005578	CB vs V1C	Chimp
TCONS_00005579	pan_TCONS_00005579	CB vs V1C	Chimp
TCONS_00005685	pan_TCONS_00005685	CB vs V1C	Chimp
TCONS_00005767	pan_TCONS_00005767	CB vs V1C	Chimp
TCONS_00005862	pan_TCONS_00005862	CB vs V1C	Chimp
TCONS_00005903	pan_TCONS_00005903	CB vs V1C	Chimp
TCONS_00005909	pan_TCONS_00005909	CB vs V1C	Chimp
TCONS_00005924	pan_TCONS_00005924	CB vs V1C	Chimp
TCONS_00005955	pan_TCONS_00005955	CB vs V1C	Chimp
TCONS_00006022	pan_TCONS_00006022	CB vs V1C	Chimp
TCONS_00006023	pan_TCONS_00006023	CB vs V1C	Chimp
TCONS_00006095	pan_TCONS_00006095	CB vs V1C	Chimp
TCONS_00006128	pan_TCONS_00006128	CB vs V1C	Chimp
TCONS_00006129	pan_TCONS_00006129	CB vs V1C	Chimp
TCONS_00006292	pan_TCONS_00006292	CB vs V1C	Chimp
TCONS_00006335	pan_TCONS_00006335	CB vs V1C	Chimp
TCONS_00006637	pan_TCONS_00006637	CB vs V1C	Chimp
TCONS_00006643	pan_TCONS_00006643	CB vs V1C	Chimp
TCONS_00006653	pan_TCONS_00006653	CB vs V1C	Chimp
TCONS_00006690	pan_TCONS_00006690	CB vs V1C	Chimp
TCONS_00006914	pan_TCONS_00006914	CB vs V1C	Chimp
TCONS_00006969	pan_TCONS_00006969	CB vs V1C	Chimp
TCONS_00007072	pan_TCONS_00007072	CB vs V1C	Chimp
TCONS_00007101	pan_TCONS_00007101	CB vs V1C	Chimp
TCONS_00007115	pan_TCONS_00007115	CB vs V1C	Chimp
TCONS_00007512	pan_TCONS_00007512	CB vs V1C	Chimp
TCONS_00007548	pan_TCONS_00007548	CB vs V1C	Chimp
TCONS_00007604	pan_TCONS_00007604	CB vs V1C	Chimp
TCONS_00007791	pan_TCONS_00007791	CB vs V1C	Chimp
TCONS_00007826	pan_TCONS_00007826	CB vs V1C	Chimp
TCONS_00007890	pan_TCONS_00007890	CB vs V1C	Chimp
TCONS_00007899	pan_TCONS_00007899	CB vs V1C	Chimp
TCONS_00007947	pan_TCONS_00007947	CB vs V1C	Chimp
TCONS_00008121	pan_TCONS_00008121	CB vs V1C	Chimp
TCONS_00008234	pan_TCONS_00008234	CB vs V1C	Chimp
TCONS_00008329	pan_TCONS_00008329	CB vs V1C	Chimp
TCONS_00008441	pan_TCONS_00008441	CB vs V1C	Chimp
TCONS_00008442	pan_TCONS_00008442	CB vs V1C	Chimp
TCONS_00008448	pan_TCONS_00008448	CB vs V1C	Chimp
TCONS_00008523	pan_TCONS_00008523	CB vs V1C	Chimp
TCONS_00008524	pan_TCONS_00008524	CB vs V1C	Chimp
TCONS_00008527	pan_TCONS_00008527	CB vs V1C	Chimp
TCONS_00008590	pan_TCONS_00008590	CB vs V1C	Chimp
TCONS_00008604	pan_TCONS_00008604	CB vs V1C	Chimp
TCONS_00008678	pan_TCONS_00008678	CB vs V1C	Chimp
TCONS_00008879	pan_TCONS_00008879	CB vs V1C	Chimp
TCONS_00008908	pan_TCONS_00008908	CB vs V1C	Chimp
TCONS_00008930	pan_TCONS_00008930	CB vs V1C	Chimp
TCONS_00008950	pan_TCONS_00008950	CB vs V1C	Chimp
TCONS_00009086	pan_TCONS_00009086	CB vs V1C	Chimp
TCONS_00009112	pan_TCONS_00009112	CB vs V1C	Chimp
TCONS_00009115	pan_TCONS_00009115	CB vs V1C	Chimp
TCONS_00009199	pan_TCONS_00009199	CB vs V1C	Chimp
TCONS_00009277	pan_TCONS_00009277	CB vs V1C	Chimp
TCONS_00009309	pan_TCONS_00009309	CB vs V1C	Chimp
TCONS_00009313	pan_TCONS_00009313	CB vs V1C	Chimp
TCONS_00009410	pan_TCONS_00009410	CB vs V1C	Chimp
TCONS_00009417	pan_TCONS_00009417	CB vs V1C	Chimp
TCONS_00009421	pan_TCONS_00009421	CB vs V1C	Chimp
TCONS_00009473	pan_TCONS_00009473	CB vs V1C	Chimp
TCONS_00009522	pan_TCONS_00009522	CB vs V1C	Chimp
TCONS_00009537	pan_TCONS_00009537	CB vs V1C	Chimp
TCONS_00009617	pan_TCONS_00009617	CB vs V1C	Chimp
TCONS_00009622	pan_TCONS_00009622	CB vs V1C	Chimp
TCONS_00009634	pan_TCONS_00009634	CB vs V1C	Chimp
TCONS_00009659	pan_TCONS_00009659	CB vs V1C	Chimp
TCONS_00009673	pan_TCONS_00009673	CB vs V1C	Chimp
TCONS_00009801	pan_TCONS_00009801	CB vs V1C	Chimp
TCONS_00009848	pan_TCONS_00009848	CB vs V1C	Chimp
TCONS_00009849	pan_TCONS_00009849	CB vs V1C	Chimp
TCONS_00009871	pan_TCONS_00009871	CB vs V1C	Chimp
TCONS_00009920	pan_TCONS_00009920	CB vs V1C	Chimp
TCONS_00009950	pan_TCONS_00009950	CB vs V1C	Chimp
TCONS_00010085	pan_TCONS_00010085	CB vs V1C	Chimp
TCONS_00010141	pan_TCONS_00010141	CB vs V1C	Chimp
TCONS_00010201	pan_TCONS_00010201	CB vs V1C	Chimp
TCONS_00010288	pan_TCONS_00010288	CB vs V1C	Chimp
TCONS_00010353	pan_TCONS_00010353	CB vs V1C	Chimp
TCONS_00010384	pan_TCONS_00010384	CB vs V1C	Chimp
TCONS_00010739	pan_TCONS_00010739	CB vs V1C	Chimp
TCONS_00010771	pan_TCONS_00010771	CB vs V1C	Chimp
TCONS_00010854	pan_TCONS_00010854	CB vs V1C	Chimp
TCONS_00010921	pan_TCONS_00010921	CB vs V1C	Chimp
TCONS_00010927	pan_TCONS_00010927	CB vs V1C	Chimp
TCONS_00010936	pan_TCONS_00010936	CB vs V1C	Chimp
TCONS_00010937	pan_TCONS_00010937	CB vs V1C	Chimp
TCONS_00010938	pan_TCONS_00010938	CB vs V1C	Chimp
TCONS_00010942	pan_TCONS_00010942	CB vs V1C	Chimp
TCONS_00011032	pan_TCONS_00011032	CB vs V1C	Chimp
TCONS_00011208	pan_TCONS_00011208	CB vs V1C	Chimp
TCONS_00011288	pan_TCONS_00011288	CB vs V1C	Chimp
TCONS_00011297	pan_TCONS_00011297	CB vs V1C	Chimp
TCONS_00011302	pan_TCONS_00011302	CB vs V1C	Chimp
TCONS_00011309	pan_TCONS_00011309	CB vs V1C	Chimp
TCONS_00011460	pan_TCONS_00011460	CB vs V1C	Chimp
TCONS_00011475	pan_TCONS_00011475	CB vs V1C	Chimp
TCONS_00011559	pan_TCONS_00011559	CB vs V1C	Chimp
TCONS_00011617	pan_TCONS_00011617	CB vs V1C	Chimp
TCONS_00011624	pan_TCONS_00011624	CB vs V1C	Chimp
TCONS_00011654	pan_TCONS_00011654	CB vs V1C	Chimp
TCONS_00011660	pan_TCONS_00011660	CB vs V1C	Chimp
TCONS_00011711	pan_TCONS_00011711	CB vs V1C	Chimp
TCONS_00011717	pan_TCONS_00011717	CB vs V1C	Chimp
TCONS_00011722	pan_TCONS_00011722	CB vs V1C	Chimp
TCONS_00011815	pan_TCONS_00011815	CB vs V1C	Chimp
TCONS_00011869	pan_TCONS_00011869	CB vs V1C	Chimp
TCONS_00012070	pan_TCONS_00012070	CB vs V1C	Chimp
TCONS_00012137	pan_TCONS_00012137	CB vs V1C	Chimp
TCONS_00012144	pan_TCONS_00012144	CB vs V1C	Chimp
TCONS_00012176	pan_TCONS_00012176	CB vs V1C	Chimp
TCONS_00012242	pan_TCONS_00012242	CB vs V1C	Chimp
TCONS_00012402	pan_TCONS_00012402	CB vs V1C	Chimp
TCONS_00012403	pan_TCONS_00012403	CB vs V1C	Chimp
TCONS_00012538	pan_TCONS_00012538	CB vs V1C	Chimp
TCONS_00012665	pan_TCONS_00012665	CB vs V1C	Chimp
TCONS_00012673	pan_TCONS_00012673	CB vs V1C	Chimp
TCONS_00012930	pan_TCONS_00012930	CB vs V1C	Chimp
TCONS_00012974	pan_TCONS_00012974	CB vs V1C	Chimp
TCONS_00013020	pan_TCONS_00013020	CB vs V1C	Chimp
TCONS_00013087	pan_TCONS_00013087	CB vs V1C	Chimp
TCONS_00013224	pan_TCONS_00013224	CB vs V1C	Chimp
TCONS_00013272	pan_TCONS_00013272	CB vs V1C	Chimp
TCONS_00013320	pan_TCONS_00013320	CB vs V1C	Chimp
TCONS_00013330	pan_TCONS_00013330	CB vs V1C	Chimp
TCONS_00013346	pan_TCONS_00013346	CB vs V1C	Chimp
TCONS_00013488	pan_TCONS_00013488	CB vs V1C	Chimp
TCONS_00013546	pan_TCONS_00013546	CB vs V1C	Chimp
TCONS_00013719	pan_TCONS_00013719	CB vs V1C	Chimp
TCONS_00013730	pan_TCONS_00013730	CB vs V1C	Chimp
TCONS_00013855	pan_TCONS_00013855	CB vs V1C	Chimp
TCONS_00013895	pan_TCONS_00013895	CB vs V1C	Chimp
TCONS_00013974	pan_TCONS_00013974	CB vs V1C	Chimp
TCONS_00014035	pan_TCONS_00014035	CB vs V1C	Chimp
TCONS_00014071	pan_TCONS_00014071	CB vs V1C	Chimp
TCONS_00014073	pan_TCONS_00014073	CB vs V1C	Chimp
TCONS_00014166	pan_TCONS_00014166	CB vs V1C	Chimp
TCONS_00014218	pan_TCONS_00014218	CB vs V1C	Chimp
TCONS_00014275	pan_TCONS_00014275	CB vs V1C	Chimp
TCONS_00014284	pan_TCONS_00014284	CB vs V1C	Chimp
TCONS_00014302	pan_TCONS_00014302	CB vs V1C	Chimp
TCONS_00014313	pan_TCONS_00014313	CB vs V1C	Chimp
TCONS_00014678	pan_TCONS_00014678	CB vs V1C	Chimp
TCONS_00014941	pan_TCONS_00014941	CB vs V1C	Chimp
TCONS_00015100	pan_TCONS_00015100	CB vs V1C	Chimp
TCONS_00015101	pan_TCONS_00015101	CB vs V1C	Chimp
TCONS_00015121	pan_TCONS_00015121	CB vs V1C	Chimp
TCONS_00015243	pan_TCONS_00015243	CB vs V1C	Chimp
TCONS_00015355	pan_TCONS_00015355	CB vs V1C	Chimp
TCONS_00015480	pan_TCONS_00015480	CB vs V1C	Chimp
TCONS_00015565	pan_TCONS_00015565	CB vs V1C	Chimp
TCONS_00015695	pan_TCONS_00015695	CB vs V1C	Chimp
TCONS_00016000	pan_TCONS_00016000	CB vs V1C	Chimp
TCONS_00016131	pan_TCONS_00016131	CB vs V1C	Chimp
TCONS_00016160	pan_TCONS_00016160	CB vs V1C	Chimp
TCONS_00016180	pan_TCONS_00016180	CB vs V1C	Chimp
TCONS_00016216	pan_TCONS_00016216	CB vs V1C	Chimp
TCONS_00016240	pan_TCONS_00016240	CB vs V1C	Chimp
TCONS_00016291	pan_TCONS_00016291	CB vs V1C	Chimp
TCONS_00016423	pan_TCONS_00016423	CB vs V1C	Chimp
TCONS_00016494	pan_TCONS_00016494	CB vs V1C	Chimp
TCONS_00016500	pan_TCONS_00016500	CB vs V1C	Chimp
TCONS_00016595	pan_TCONS_00016595	CB vs V1C	Chimp
TCONS_00016667	pan_TCONS_00016667	CB vs V1C	Chimp
TCONS_00016804	pan_TCONS_00016804	CB vs V1C	Chimp
TCONS_00016860	pan_TCONS_00016860	CB vs V1C	Chimp
TCONS_00016925	pan_TCONS_00016925	CB vs V1C	Chimp
TCONS_00016954	pan_TCONS_00016954	CB vs V1C	Chimp
TCONS_00017234	pan_TCONS_00017234	CB vs V1C	Chimp
TCONS_00017548	pan_TCONS_00017548	CB vs V1C	Chimp
TCONS_00017571	pan_TCONS_00017571	CB vs V1C	Chimp
TCONS_00017634	pan_TCONS_00017634	CB vs V1C	Chimp
TCONS_00017668	pan_TCONS_00017668	CB vs V1C	Chimp
TCONS_00017761	pan_TCONS_00017761	CB vs V1C	Chimp
TCONS_00017978	pan_TCONS_00017978	CB vs V1C	Chimp
TCONS_00018024	pan_TCONS_00018024	CB vs V1C	Chimp
TCONS_00018029	pan_TCONS_00018029	CB vs V1C	Chimp
TCONS_00018426	pan_TCONS_00018426	CB vs V1C	Chimp
TCONS_00018712	pan_TCONS_00018712	CB vs V1C	Chimp
TCONS_00018719	pan_TCONS_00018719	CB vs V1C	Chimp
TCONS_00018940	pan_TCONS_00018940	CB vs V1C	Chimp
TCONS_00019069	pan_TCONS_00019069	CB vs V1C	Chimp
TCONS_00019152	pan_TCONS_00019152	CB vs V1C	Chimp
TCONS_00019153	pan_TCONS_00019153	CB vs V1C	Chimp
TCONS_00019185	pan_TCONS_00019185	CB vs V1C	Chimp
TCONS_00019202	pan_TCONS_00019202	CB vs V1C	Chimp
TCONS_00019232	pan_TCONS_00019232	CB vs V1C	Chimp
TCONS_00019243	pan_TCONS_00019243	CB vs V1C	Chimp
TCONS_00019263	pan_TCONS_00019263	CB vs V1C	Chimp
TCONS_00019388	pan_TCONS_00019388	CB vs V1C	Chimp
TCONS_00019430	pan_TCONS_00019430	CB vs V1C	Chimp
TCONS_00019504	pan_TCONS_00019504	CB vs V1C	Chimp
TCONS_00019542	pan_TCONS_00019542	CB vs V1C	Chimp
TCONS_00019571	pan_TCONS_00019571	CB vs V1C	Chimp
TCONS_00019712	pan_TCONS_00019712	CB vs V1C	Chimp
TCONS_00019815	pan_TCONS_00019815	CB vs V1C	Chimp
TCONS_00019972	pan_TCONS_00019972	CB vs V1C	Chimp
TCONS_00020024	pan_TCONS_00020024	CB vs V1C	Chimp
TCONS_00020147	pan_TCONS_00020147	CB vs V1C	Chimp
TCONS_00020327	pan_TCONS_00020327	CB vs V1C	Chimp
TCONS_00020623	pan_TCONS_00020623	CB vs V1C	Chimp
TCONS_00020660	pan_TCONS_00020660	CB vs V1C	Chimp
TCONS_00020863	pan_TCONS_00020863	CB vs V1C	Chimp
TCONS_00021018	pan_TCONS_00021018	CB vs V1C	Chimp
TCONS_00021050	pan_TCONS_00021050	CB vs V1C	Chimp
TCONS_00021055	pan_TCONS_00021055	CB vs V1C	Chimp
TCONS_00021061	pan_TCONS_00021061	CB vs V1C	Chimp
TCONS_00021063	pan_TCONS_00021063	CB vs V1C	Chimp
TCONS_00021092	pan_TCONS_00021092	CB vs V1C	Chimp
TCONS_00021149	pan_TCONS_00021149	CB vs V1C	Chimp
TCONS_00021200	pan_TCONS_00021200	CB vs V1C	Chimp
TCONS_00021367	pan_TCONS_00021367	CB vs V1C	Chimp
TCONS_00021473	pan_TCONS_00021473	CB vs V1C	Chimp
TCONS_00021496	pan_TCONS_00021496	CB vs V1C	Chimp
TCONS_00021690	pan_TCONS_00021690	CB vs V1C	Chimp
TCONS_00021824	pan_TCONS_00021824	CB vs V1C	Chimp
TCONS_00021992	pan_TCONS_00021992	CB vs V1C	Chimp
TCONS_00022069	pan_TCONS_00022069	CB vs V1C	Chimp
TCONS_00022071	pan_TCONS_00022071	CB vs V1C	Chimp
TCONS_00022074	pan_TCONS_00022074	CB vs V1C	Chimp
TCONS_00022102	pan_TCONS_00022102	CB vs V1C	Chimp
TCONS_00022168	pan_TCONS_00022168	CB vs V1C	Chimp
TCONS_00022179	pan_TCONS_00022179	CB vs V1C	Chimp
TCONS_00022185	pan_TCONS_00022185	CB vs V1C	Chimp
TCONS_00022302	pan_TCONS_00022302	CB vs V1C	Chimp
TCONS_00022304	pan_TCONS_00022304	CB vs V1C	Chimp
TCONS_00022432	pan_TCONS_00022432	CB vs V1C	Chimp
TCONS_00022536	pan_TCONS_00022536	CB vs V1C	Chimp
TCONS_00022672	pan_TCONS_00022672	CB vs V1C	Chimp
TCONS_00022767	pan_TCONS_00022767	CB vs V1C	Chimp
TCONS_00022865	pan_TCONS_00022865	CB vs V1C	Chimp
TCONS_00023169	pan_TCONS_00023169	CB vs V1C	Chimp
TCONS_00023200	pan_TCONS_00023200	CB vs V1C	Chimp
TCONS_00023219	pan_TCONS_00023219	CB vs V1C	Chimp
TCONS_00023222	pan_TCONS_00023222	CB vs V1C	Chimp
TCONS_00023260	pan_TCONS_00023260	CB vs V1C	Chimp
TCONS_00023333	pan_TCONS_00023333	CB vs V1C	Chimp
TCONS_00023336	pan_TCONS_00023336	CB vs V1C	Chimp
TCONS_00023349	pan_TCONS_00023349	CB vs V1C	Chimp
TCONS_00023451	pan_TCONS_00023451	CB vs V1C	Chimp
TCONS_00023479	pan_TCONS_00023479	CB vs V1C	Chimp
TCONS_00023482	pan_TCONS_00023482	CB vs V1C	Chimp
TCONS_00023535	pan_TCONS_00023535	CB vs V1C	Chimp
TCONS_00023542	pan_TCONS_00023542	CB vs V1C	Chimp
TCONS_00023593	pan_TCONS_00023593	CB vs V1C	Chimp
TCONS_00023636	pan_TCONS_00023636	CB vs V1C	Chimp
TCONS_00023693	pan_TCONS_00023693	CB vs V1C	Chimp
