LncRNAs	LncRNA1_id	Region	Organism
TCONS_00023537	pan_TCONS_00023537	ACC vs CB	Chimp
TCONS_00023673	pan_TCONS_00023673	ACC vs CB	Chimp
TCONS_00023693	pan_TCONS_00023693	ACC vs CB	Chimp
TCONS_00023730	pan_TCONS_00023730	ACC vs CB	Chimp
TCONS_00023768	pan_TCONS_00023768	ACC vs CB	Chimp
TCONS_00023812	pan_TCONS_00023812	ACC vs CB	Chimp
TCONS_00023885	pan_TCONS_00023885	ACC vs CB	Chimp
TCONS_00023911	pan_TCONS_00023911	ACC vs CB	Chimp
TCONS_00024016	pan_TCONS_00024016	ACC vs CB	Chimp
TCONS_00024136	pan_TCONS_00024136	ACC vs CB	Chimp
TCONS_00024522	pan_TCONS_00024522	ACC vs CB	Chimp
TCONS_00024556	pan_TCONS_00024556	ACC vs CB	Chimp
TCONS_00024706	pan_TCONS_00024706	ACC vs CB	Chimp
TCONS_00024736	pan_TCONS_00024736	ACC vs CB	Chimp
TCONS_00024918	pan_TCONS_00024918	ACC vs CB	Chimp
TCONS_00024960	pan_TCONS_00024960	ACC vs CB	Chimp
TCONS_00025212	pan_TCONS_00025212	ACC vs CB	Chimp
TCONS_00025281	pan_TCONS_00025281	ACC vs CB	Chimp
TCONS_00025322	pan_TCONS_00025322	ACC vs CB	Chimp
TCONS_00025323	pan_TCONS_00025323	ACC vs CB	Chimp
TCONS_00025362	pan_TCONS_00025362	ACC vs CB	Chimp
TCONS_00025590	pan_TCONS_00025590	ACC vs CB	Chimp
TCONS_00025611	pan_TCONS_00025611	ACC vs CB	Chimp
TCONS_00025664	pan_TCONS_00025664	ACC vs CB	Chimp
TCONS_00025665	pan_TCONS_00025665	ACC vs CB	Chimp
TCONS_00025871	pan_TCONS_00025871	ACC vs CB	Chimp
TCONS_00025892	pan_TCONS_00025892	ACC vs CB	Chimp
TCONS_00026000	pan_TCONS_00026000	ACC vs CB	Chimp
TCONS_00026311	pan_TCONS_00026311	ACC vs CB	Chimp
TCONS_00026319	pan_TCONS_00026319	ACC vs CB	Chimp
TCONS_00026341	pan_TCONS_00026341	ACC vs CB	Chimp
TCONS_00026345	pan_TCONS_00026345	ACC vs CB	Chimp
TCONS_00026381	pan_TCONS_00026381	ACC vs CB	Chimp
TCONS_00026402	pan_TCONS_00026402	ACC vs CB	Chimp
TCONS_00026496	pan_TCONS_00026496	ACC vs CB	Chimp
TCONS_00026518	pan_TCONS_00026518	ACC vs CB	Chimp
TCONS_00026586	pan_TCONS_00026586	ACC vs CB	Chimp
TCONS_00026778	pan_TCONS_00026778	ACC vs CB	Chimp
TCONS_00026977	pan_TCONS_00026977	ACC vs CB	Chimp
TCONS_00027183	pan_TCONS_00027183	ACC vs CB	Chimp
TCONS_00027233	pan_TCONS_00027233	ACC vs CB	Chimp
TCONS_00027296	pan_TCONS_00027296	ACC vs CB	Chimp
TCONS_00027315	pan_TCONS_00027315	ACC vs CB	Chimp
TCONS_00027378	pan_TCONS_00027378	ACC vs CB	Chimp
TCONS_00027528	pan_TCONS_00027528	ACC vs CB	Chimp
TCONS_00027634	pan_TCONS_00027634	ACC vs CB	Chimp
TCONS_00027654	pan_TCONS_00027654	ACC vs CB	Chimp
TCONS_00027769	pan_TCONS_00027769	ACC vs CB	Chimp
TCONS_00028012	pan_TCONS_00028012	ACC vs CB	Chimp
TCONS_00028016	pan_TCONS_00028016	ACC vs CB	Chimp
TCONS_00028039	pan_TCONS_00028039	ACC vs CB	Chimp
TCONS_00028088	pan_TCONS_00028088	ACC vs CB	Chimp
TCONS_00028147	pan_TCONS_00028147	ACC vs CB	Chimp
TCONS_00028252	pan_TCONS_00028252	ACC vs CB	Chimp
TCONS_00028264	pan_TCONS_00028264	ACC vs CB	Chimp
TCONS_00028351	pan_TCONS_00028351	ACC vs CB	Chimp
TCONS_00028352	pan_TCONS_00028352	ACC vs CB	Chimp
TCONS_00028454	pan_TCONS_00028454	ACC vs CB	Chimp
TCONS_00028490	pan_TCONS_00028490	ACC vs CB	Chimp
TCONS_00028537	pan_TCONS_00028537	ACC vs CB	Chimp
TCONS_00028853	pan_TCONS_00028853	ACC vs CB	Chimp
TCONS_00029054	pan_TCONS_00029054	ACC vs CB	Chimp
TCONS_00029062	pan_TCONS_00029062	ACC vs CB	Chimp
TCONS_00029103	pan_TCONS_00029103	ACC vs CB	Chimp
TCONS_00029107	pan_TCONS_00029107	ACC vs CB	Chimp
TCONS_00029178	pan_TCONS_00029178	ACC vs CB	Chimp
TCONS_00029275	pan_TCONS_00029275	ACC vs CB	Chimp
TCONS_00029276	pan_TCONS_00029276	ACC vs CB	Chimp
TCONS_00029446	pan_TCONS_00029446	ACC vs CB	Chimp
TCONS_00029455	pan_TCONS_00029455	ACC vs CB	Chimp
TCONS_00029501	pan_TCONS_00029501	ACC vs CB	Chimp
TCONS_00029569	pan_TCONS_00029569	ACC vs CB	Chimp
TCONS_00029580	pan_TCONS_00029580	ACC vs CB	Chimp
TCONS_00029610	pan_TCONS_00029610	ACC vs CB	Chimp
TCONS_00029858	pan_TCONS_00029858	ACC vs CB	Chimp
TCONS_00029862	pan_TCONS_00029862	ACC vs CB	Chimp
TCONS_00029872	pan_TCONS_00029872	ACC vs CB	Chimp
TCONS_00030089	pan_TCONS_00030089	ACC vs CB	Chimp
TCONS_00030093	pan_TCONS_00030093	ACC vs CB	Chimp
TCONS_00030095	pan_TCONS_00030095	ACC vs CB	Chimp
TCONS_00030298	pan_TCONS_00030298	ACC vs CB	Chimp
TCONS_00030398	pan_TCONS_00030398	ACC vs CB	Chimp
TCONS_00030421	pan_TCONS_00030421	ACC vs CB	Chimp
TCONS_00030425	pan_TCONS_00030425	ACC vs CB	Chimp
TCONS_00030538	pan_TCONS_00030538	ACC vs CB	Chimp
TCONS_00030889	pan_TCONS_00030889	ACC vs CB	Chimp
TCONS_00030943	pan_TCONS_00030943	ACC vs CB	Chimp
TCONS_00030969	pan_TCONS_00030969	ACC vs CB	Chimp
TCONS_00031209	pan_TCONS_00031209	ACC vs CB	Chimp
TCONS_00031225	pan_TCONS_00031225	ACC vs CB	Chimp
TCONS_00031283	pan_TCONS_00031283	ACC vs CB	Chimp
TCONS_00031373	pan_TCONS_00031373	ACC vs CB	Chimp
TCONS_00031407	pan_TCONS_00031407	ACC vs CB	Chimp
TCONS_00031480	pan_TCONS_00031480	ACC vs CB	Chimp
TCONS_00031559	pan_TCONS_00031559	ACC vs CB	Chimp
TCONS_00031606	pan_TCONS_00031606	ACC vs CB	Chimp
TCONS_00031615	pan_TCONS_00031615	ACC vs CB	Chimp
TCONS_00031630	pan_TCONS_00031630	ACC vs CB	Chimp
TCONS_00031632	pan_TCONS_00031632	ACC vs CB	Chimp
TCONS_00031635	pan_TCONS_00031635	ACC vs CB	Chimp
TCONS_00031788	pan_TCONS_00031788	ACC vs CB	Chimp
TCONS_00031799	pan_TCONS_00031799	ACC vs CB	Chimp
TCONS_00031844	pan_TCONS_00031844	ACC vs CB	Chimp
TCONS_00031877	pan_TCONS_00031877	ACC vs CB	Chimp
TCONS_00032004	pan_TCONS_00032004	ACC vs CB	Chimp
TCONS_00032037	pan_TCONS_00032037	ACC vs CB	Chimp
TCONS_00032147	pan_TCONS_00032147	ACC vs CB	Chimp
TCONS_00032230	pan_TCONS_00032230	ACC vs CB	Chimp
TCONS_00032272	pan_TCONS_00032272	ACC vs CB	Chimp
TCONS_00032404	pan_TCONS_00032404	ACC vs CB	Chimp
TCONS_00032543	pan_TCONS_00032543	ACC vs CB	Chimp
TCONS_00032607	pan_TCONS_00032607	ACC vs CB	Chimp
TCONS_00032612	pan_TCONS_00032612	ACC vs CB	Chimp
TCONS_00032633	pan_TCONS_00032633	ACC vs CB	Chimp
TCONS_00032634	pan_TCONS_00032634	ACC vs CB	Chimp
TCONS_00032635	pan_TCONS_00032635	ACC vs CB	Chimp
TCONS_00032636	pan_TCONS_00032636	ACC vs CB	Chimp
TCONS_00032645	pan_TCONS_00032645	ACC vs CB	Chimp
TCONS_00032646	pan_TCONS_00032646	ACC vs CB	Chimp
TCONS_00032647	pan_TCONS_00032647	ACC vs CB	Chimp
TCONS_00032673	pan_TCONS_00032673	ACC vs CB	Chimp
TCONS_00032753	pan_TCONS_00032753	ACC vs CB	Chimp
TCONS_00032774	pan_TCONS_00032774	ACC vs CB	Chimp
TCONS_00032831	pan_TCONS_00032831	ACC vs CB	Chimp
TCONS_00032950	pan_TCONS_00032950	ACC vs CB	Chimp
TCONS_00033040	pan_TCONS_00033040	ACC vs CB	Chimp
TCONS_00033041	pan_TCONS_00033041	ACC vs CB	Chimp
TCONS_00033092	pan_TCONS_00033092	ACC vs CB	Chimp
TCONS_00033129	pan_TCONS_00033129	ACC vs CB	Chimp
TCONS_00033137	pan_TCONS_00033137	ACC vs CB	Chimp
TCONS_00033138	pan_TCONS_00033138	ACC vs CB	Chimp
TCONS_00033207	pan_TCONS_00033207	ACC vs CB	Chimp
TCONS_00033265	pan_TCONS_00033265	ACC vs CB	Chimp
TCONS_00033368	pan_TCONS_00033368	ACC vs CB	Chimp
TCONS_00033454	pan_TCONS_00033454	ACC vs CB	Chimp
TCONS_00033460	pan_TCONS_00033460	ACC vs CB	Chimp
TCONS_00033510	pan_TCONS_00033510	ACC vs CB	Chimp
TCONS_00033716	pan_TCONS_00033716	ACC vs CB	Chimp
TCONS_00033733	pan_TCONS_00033733	ACC vs CB	Chimp
TCONS_00033764	pan_TCONS_00033764	ACC vs CB	Chimp
TCONS_00033818	pan_TCONS_00033818	ACC vs CB	Chimp
TCONS_00033897	pan_TCONS_00033897	ACC vs CB	Chimp
TCONS_00033931	pan_TCONS_00033931	ACC vs CB	Chimp
TCONS_00034020	pan_TCONS_00034020	ACC vs CB	Chimp
TCONS_00034156	pan_TCONS_00034156	ACC vs CB	Chimp
TCONS_00034180	pan_TCONS_00034180	ACC vs CB	Chimp
TCONS_00034244	pan_TCONS_00034244	ACC vs CB	Chimp
TCONS_00034250	pan_TCONS_00034250	ACC vs CB	Chimp
TCONS_00034312	pan_TCONS_00034312	ACC vs CB	Chimp
TCONS_00034385	pan_TCONS_00034385	ACC vs CB	Chimp
TCONS_00034547	pan_TCONS_00034547	ACC vs CB	Chimp
TCONS_00034586	pan_TCONS_00034586	ACC vs CB	Chimp
TCONS_00034697	pan_TCONS_00034697	ACC vs CB	Chimp
TCONS_00034727	pan_TCONS_00034727	ACC vs CB	Chimp
TCONS_00034751	pan_TCONS_00034751	ACC vs CB	Chimp
TCONS_00034763	pan_TCONS_00034763	ACC vs CB	Chimp
TCONS_00034764	pan_TCONS_00034764	ACC vs CB	Chimp
TCONS_00034776	pan_TCONS_00034776	ACC vs CB	Chimp
TCONS_00034779	pan_TCONS_00034779	ACC vs CB	Chimp
TCONS_00034917	pan_TCONS_00034917	ACC vs CB	Chimp
TCONS_00034976	pan_TCONS_00034976	ACC vs CB	Chimp
TCONS_00035008	pan_TCONS_00035008	ACC vs CB	Chimp
TCONS_00035296	pan_TCONS_00035296	ACC vs CB	Chimp
TCONS_00035431	pan_TCONS_00035431	ACC vs CB	Chimp
TCONS_00035437	pan_TCONS_00035437	ACC vs CB	Chimp
TCONS_00035438	pan_TCONS_00035438	ACC vs CB	Chimp
TCONS_00035484	pan_TCONS_00035484	ACC vs CB	Chimp
TCONS_00035486	pan_TCONS_00035486	ACC vs CB	Chimp
TCONS_00035488	pan_TCONS_00035488	ACC vs CB	Chimp
TCONS_00035522	pan_TCONS_00035522	ACC vs CB	Chimp
TCONS_00035659	pan_TCONS_00035659	ACC vs CB	Chimp
TCONS_00035695	pan_TCONS_00035695	ACC vs CB	Chimp
TCONS_00035698	pan_TCONS_00035698	ACC vs CB	Chimp
TCONS_00035728	pan_TCONS_00035728	ACC vs CB	Chimp
TCONS_00035825	pan_TCONS_00035825	ACC vs CB	Chimp
TCONS_00035848	pan_TCONS_00035848	ACC vs CB	Chimp
TCONS_00035850	pan_TCONS_00035850	ACC vs CB	Chimp
TCONS_00035917	pan_TCONS_00035917	ACC vs CB	Chimp
TCONS_00035977	pan_TCONS_00035977	ACC vs CB	Chimp
TCONS_00035982	pan_TCONS_00035982	ACC vs CB	Chimp
TCONS_00035988	pan_TCONS_00035988	ACC vs CB	Chimp
TCONS_00035995	pan_TCONS_00035995	ACC vs CB	Chimp
TCONS_00036063	pan_TCONS_00036063	ACC vs CB	Chimp
TCONS_00036157	pan_TCONS_00036157	ACC vs CB	Chimp
TCONS_00036163	pan_TCONS_00036163	ACC vs CB	Chimp
TCONS_00036190	pan_TCONS_00036190	ACC vs CB	Chimp
TCONS_00036210	pan_TCONS_00036210	ACC vs CB	Chimp
TCONS_00036300	pan_TCONS_00036300	ACC vs CB	Chimp
TCONS_00036316	pan_TCONS_00036316	ACC vs CB	Chimp
TCONS_00036721	pan_TCONS_00036721	ACC vs CB	Chimp
TCONS_00036819	pan_TCONS_00036819	ACC vs CB	Chimp
TCONS_00036836	pan_TCONS_00036836	ACC vs CB	Chimp
TCONS_00036898	pan_TCONS_00036898	ACC vs CB	Chimp
TCONS_00036963	pan_TCONS_00036963	ACC vs CB	Chimp
TCONS_00036975	pan_TCONS_00036975	ACC vs CB	Chimp
TCONS_00036981	pan_TCONS_00036981	ACC vs CB	Chimp
TCONS_00037105	pan_TCONS_00037105	ACC vs CB	Chimp
TCONS_00037163	pan_TCONS_00037163	ACC vs CB	Chimp
TCONS_00037172	pan_TCONS_00037172	ACC vs CB	Chimp
TCONS_00037204	pan_TCONS_00037204	ACC vs CB	Chimp
TCONS_00037239	pan_TCONS_00037239	ACC vs CB	Chimp
TCONS_00037244	pan_TCONS_00037244	ACC vs CB	Chimp
TCONS_00037246	pan_TCONS_00037246	ACC vs CB	Chimp
TCONS_00037327	pan_TCONS_00037327	ACC vs CB	Chimp
TCONS_00037351	pan_TCONS_00037351	ACC vs CB	Chimp
TCONS_00037353	pan_TCONS_00037353	ACC vs CB	Chimp
TCONS_00037373	pan_TCONS_00037373	ACC vs CB	Chimp
TCONS_00037481	pan_TCONS_00037481	ACC vs CB	Chimp
TCONS_00037753	pan_TCONS_00037753	ACC vs CB	Chimp
TCONS_00037788	pan_TCONS_00037788	ACC vs CB	Chimp
TCONS_00037797	pan_TCONS_00037797	ACC vs CB	Chimp
TCONS_00037891	pan_TCONS_00037891	ACC vs CB	Chimp
TCONS_00037898	pan_TCONS_00037898	ACC vs CB	Chimp
TCONS_00037913	pan_TCONS_00037913	ACC vs CB	Chimp
TCONS_00037952	pan_TCONS_00037952	ACC vs CB	Chimp
TCONS_00037955	pan_TCONS_00037955	ACC vs CB	Chimp
TCONS_00037956	pan_TCONS_00037956	ACC vs CB	Chimp
TCONS_00038004	pan_TCONS_00038004	ACC vs CB	Chimp
TCONS_00038028	pan_TCONS_00038028	ACC vs CB	Chimp
TCONS_00038102	pan_TCONS_00038102	ACC vs CB	Chimp
TCONS_00038112	pan_TCONS_00038112	ACC vs CB	Chimp
TCONS_00038116	pan_TCONS_00038116	ACC vs CB	Chimp
TCONS_00038172	pan_TCONS_00038172	ACC vs CB	Chimp
TCONS_00038231	pan_TCONS_00038231	ACC vs CB	Chimp
TCONS_00038232	pan_TCONS_00038232	ACC vs CB	Chimp
TCONS_00038338	pan_TCONS_00038338	ACC vs CB	Chimp
TCONS_00038343	pan_TCONS_00038343	ACC vs CB	Chimp
TCONS_00038352	pan_TCONS_00038352	ACC vs CB	Chimp
TCONS_00038434	pan_TCONS_00038434	ACC vs CB	Chimp
TCONS_00038488	pan_TCONS_00038488	ACC vs CB	Chimp
TCONS_00038499	pan_TCONS_00038499	ACC vs CB	Chimp
TCONS_00038526	pan_TCONS_00038526	ACC vs CB	Chimp
TCONS_00038554	pan_TCONS_00038554	ACC vs CB	Chimp
TCONS_00038566	pan_TCONS_00038566	ACC vs CB	Chimp
TCONS_00038604	pan_TCONS_00038604	ACC vs CB	Chimp
TCONS_00038675	pan_TCONS_00038675	ACC vs CB	Chimp
TCONS_00038907	pan_TCONS_00038907	ACC vs CB	Chimp
TCONS_00038916	pan_TCONS_00038916	ACC vs CB	Chimp
TCONS_00038935	pan_TCONS_00038935	ACC vs CB	Chimp
TCONS_00038948	pan_TCONS_00038948	ACC vs CB	Chimp
TCONS_00038985	pan_TCONS_00038985	ACC vs CB	Chimp
TCONS_00039059	pan_TCONS_00039059	ACC vs CB	Chimp
TCONS_00039091	pan_TCONS_00039091	ACC vs CB	Chimp
TCONS_00039093	pan_TCONS_00039093	ACC vs CB	Chimp
TCONS_00039163	pan_TCONS_00039163	ACC vs CB	Chimp
TCONS_00039187	pan_TCONS_00039187	ACC vs CB	Chimp
TCONS_00039296	pan_TCONS_00039296	ACC vs CB	Chimp
TCONS_00039302	pan_TCONS_00039302	ACC vs CB	Chimp
TCONS_00039364	pan_TCONS_00039364	ACC vs CB	Chimp
TCONS_00039467	pan_TCONS_00039467	ACC vs CB	Chimp
TCONS_00039468	pan_TCONS_00039468	ACC vs CB	Chimp
TCONS_00039475	pan_TCONS_00039475	ACC vs CB	Chimp
TCONS_00039543	pan_TCONS_00039543	ACC vs CB	Chimp
TCONS_00039587	pan_TCONS_00039587	ACC vs CB	Chimp
TCONS_00039591	pan_TCONS_00039591	ACC vs CB	Chimp
TCONS_00039642	pan_TCONS_00039642	ACC vs CB	Chimp
TCONS_00039691	pan_TCONS_00039691	ACC vs CB	Chimp
TCONS_00039696	pan_TCONS_00039696	ACC vs CB	Chimp
TCONS_00039749	pan_TCONS_00039749	ACC vs CB	Chimp
TCONS_00039757	pan_TCONS_00039757	ACC vs CB	Chimp
TCONS_00039770	pan_TCONS_00039770	ACC vs CB	Chimp
TCONS_00039772	pan_TCONS_00039772	ACC vs CB	Chimp
TCONS_00039781	pan_TCONS_00039781	ACC vs CB	Chimp
TCONS_00039818	pan_TCONS_00039818	ACC vs CB	Chimp
TCONS_00039847	pan_TCONS_00039847	ACC vs CB	Chimp
TCONS_00039849	pan_TCONS_00039849	ACC vs CB	Chimp
TCONS_00039892	pan_TCONS_00039892	ACC vs CB	Chimp
TCONS_00039966	pan_TCONS_00039966	ACC vs CB	Chimp
TCONS_00040033	pan_TCONS_00040033	ACC vs CB	Chimp
TCONS_00040050	pan_TCONS_00040050	ACC vs CB	Chimp
TCONS_00040131	pan_TCONS_00040131	ACC vs CB	Chimp
TCONS_00040138	pan_TCONS_00040138	ACC vs CB	Chimp
TCONS_00040152	pan_TCONS_00040152	ACC vs CB	Chimp
TCONS_00040300	pan_TCONS_00040300	ACC vs CB	Chimp
TCONS_00040490	pan_TCONS_00040490	ACC vs CB	Chimp
TCONS_00040572	pan_TCONS_00040572	ACC vs CB	Chimp
TCONS_00040598	pan_TCONS_00040598	ACC vs CB	Chimp
TCONS_00040660	pan_TCONS_00040660	ACC vs CB	Chimp
TCONS_00040773	pan_TCONS_00040773	ACC vs CB	Chimp
TCONS_00040801	pan_TCONS_00040801	ACC vs CB	Chimp
TCONS_00040821	pan_TCONS_00040821	ACC vs CB	Chimp
TCONS_00040823	pan_TCONS_00040823	ACC vs CB	Chimp
TCONS_00040859	pan_TCONS_00040859	ACC vs CB	Chimp
TCONS_00040941	pan_TCONS_00040941	ACC vs CB	Chimp
TCONS_00040966	pan_TCONS_00040966	ACC vs CB	Chimp
TCONS_00040976	pan_TCONS_00040976	ACC vs CB	Chimp
TCONS_00040985	pan_TCONS_00040985	ACC vs CB	Chimp
TCONS_00040986	pan_TCONS_00040986	ACC vs CB	Chimp
TCONS_00040990	pan_TCONS_00040990	ACC vs CB	Chimp
TCONS_00040991	pan_TCONS_00040991	ACC vs CB	Chimp
TCONS_00041033	pan_TCONS_00041033	ACC vs CB	Chimp
TCONS_00041037	pan_TCONS_00041037	ACC vs CB	Chimp
TCONS_00041162	pan_TCONS_00041162	ACC vs CB	Chimp
TCONS_00041165	pan_TCONS_00041165	ACC vs CB	Chimp
TCONS_00041182	pan_TCONS_00041182	ACC vs CB	Chimp
TCONS_00041187	pan_TCONS_00041187	ACC vs CB	Chimp
TCONS_00041216	pan_TCONS_00041216	ACC vs CB	Chimp
TCONS_00041293	pan_TCONS_00041293	ACC vs CB	Chimp
TCONS_00041318	pan_TCONS_00041318	ACC vs CB	Chimp
TCONS_00041351	pan_TCONS_00041351	ACC vs CB	Chimp
TCONS_00041377	pan_TCONS_00041377	ACC vs CB	Chimp
TCONS_00041410	pan_TCONS_00041410	ACC vs CB	Chimp
TCONS_00041416	pan_TCONS_00041416	ACC vs CB	Chimp
TCONS_00041477	pan_TCONS_00041477	ACC vs CB	Chimp
TCONS_00041484	pan_TCONS_00041484	ACC vs CB	Chimp
TCONS_00041597	pan_TCONS_00041597	ACC vs CB	Chimp
TCONS_00041674	pan_TCONS_00041674	ACC vs CB	Chimp
TCONS_00041746	pan_TCONS_00041746	ACC vs CB	Chimp
TCONS_00041750	pan_TCONS_00041750	ACC vs CB	Chimp
TCONS_00041791	pan_TCONS_00041791	ACC vs CB	Chimp
TCONS_00041936	pan_TCONS_00041936	ACC vs CB	Chimp
TCONS_00042000	pan_TCONS_00042000	ACC vs CB	Chimp
TCONS_00042025	pan_TCONS_00042025	ACC vs CB	Chimp
TCONS_00042109	pan_TCONS_00042109	ACC vs CB	Chimp
TCONS_00042171	pan_TCONS_00042171	ACC vs CB	Chimp
TCONS_00042172	pan_TCONS_00042172	ACC vs CB	Chimp
TCONS_00042173	pan_TCONS_00042173	ACC vs CB	Chimp
TCONS_00042175	pan_TCONS_00042175	ACC vs CB	Chimp
TCONS_00042177	pan_TCONS_00042177	ACC vs CB	Chimp
TCONS_00042179	pan_TCONS_00042179	ACC vs CB	Chimp
TCONS_00042224	pan_TCONS_00042224	ACC vs CB	Chimp
TCONS_00042230	pan_TCONS_00042230	ACC vs CB	Chimp
TCONS_00042331	pan_TCONS_00042331	ACC vs CB	Chimp
TCONS_00042399	pan_TCONS_00042399	ACC vs CB	Chimp
TCONS_00042694	pan_TCONS_00042694	ACC vs CB	Chimp
TCONS_00042709	pan_TCONS_00042709	ACC vs CB	Chimp
TCONS_00042717	pan_TCONS_00042717	ACC vs CB	Chimp
TCONS_00042733	pan_TCONS_00042733	ACC vs CB	Chimp
TCONS_00042794	pan_TCONS_00042794	ACC vs CB	Chimp
TCONS_00042803	pan_TCONS_00042803	ACC vs CB	Chimp
TCONS_00042840	pan_TCONS_00042840	ACC vs CB	Chimp
TCONS_00042846	pan_TCONS_00042846	ACC vs CB	Chimp
TCONS_00042848	pan_TCONS_00042848	ACC vs CB	Chimp
TCONS_00042870	pan_TCONS_00042870	ACC vs CB	Chimp
TCONS_00042877	pan_TCONS_00042877	ACC vs CB	Chimp
TCONS_00042941	pan_TCONS_00042941	ACC vs CB	Chimp
TCONS_00043184	pan_TCONS_00043184	ACC vs CB	Chimp
TCONS_00043202	pan_TCONS_00043202	ACC vs CB	Chimp
TCONS_00043225	pan_TCONS_00043225	ACC vs CB	Chimp
TCONS_00043252	pan_TCONS_00043252	ACC vs CB	Chimp
TCONS_00043262	pan_TCONS_00043262	ACC vs CB	Chimp
TCONS_00043331	pan_TCONS_00043331	ACC vs CB	Chimp
TCONS_00043421	pan_TCONS_00043421	ACC vs CB	Chimp
TCONS_00043435	pan_TCONS_00043435	ACC vs CB	Chimp
TCONS_00043473	pan_TCONS_00043473	ACC vs CB	Chimp
TCONS_00043530	pan_TCONS_00043530	ACC vs CB	Chimp
TCONS_00043775	pan_TCONS_00043775	ACC vs CB	Chimp
TCONS_00043904	pan_TCONS_00043904	ACC vs CB	Chimp
TCONS_00043919	pan_TCONS_00043919	ACC vs CB	Chimp
TCONS_00043972	pan_TCONS_00043972	ACC vs CB	Chimp
TCONS_00044014	pan_TCONS_00044014	ACC vs CB	Chimp
TCONS_00044088	pan_TCONS_00044088	ACC vs CB	Chimp
TCONS_00044098	pan_TCONS_00044098	ACC vs CB	Chimp
TCONS_00044109	pan_TCONS_00044109	ACC vs CB	Chimp
TCONS_00044143	pan_TCONS_00044143	ACC vs CB	Chimp
TCONS_00044212	pan_TCONS_00044212	ACC vs CB	Chimp
TCONS_00044213	pan_TCONS_00044213	ACC vs CB	Chimp
TCONS_00044225	pan_TCONS_00044225	ACC vs CB	Chimp
TCONS_00044304	pan_TCONS_00044304	ACC vs CB	Chimp
TCONS_00044381	pan_TCONS_00044381	ACC vs CB	Chimp
TCONS_00044448	pan_TCONS_00044448	ACC vs CB	Chimp
TCONS_00044449	pan_TCONS_00044449	ACC vs CB	Chimp
TCONS_00044468	pan_TCONS_00044468	ACC vs CB	Chimp
TCONS_00044479	pan_TCONS_00044479	ACC vs CB	Chimp
TCONS_00044538	pan_TCONS_00044538	ACC vs CB	Chimp
TCONS_00044554	pan_TCONS_00044554	ACC vs CB	Chimp
TCONS_00044560	pan_TCONS_00044560	ACC vs CB	Chimp
TCONS_00044580	pan_TCONS_00044580	ACC vs CB	Chimp
TCONS_00044678	pan_TCONS_00044678	ACC vs CB	Chimp
TCONS_00044691	pan_TCONS_00044691	ACC vs CB	Chimp
TCONS_00044700	pan_TCONS_00044700	ACC vs CB	Chimp
TCONS_00044777	pan_TCONS_00044777	ACC vs CB	Chimp
TCONS_00044911	pan_TCONS_00044911	ACC vs CB	Chimp
TCONS_00044995	pan_TCONS_00044995	ACC vs CB	Chimp
TCONS_00044996	pan_TCONS_00044996	ACC vs CB	Chimp
TCONS_00045121	pan_TCONS_00045121	ACC vs CB	Chimp
TCONS_00045123	pan_TCONS_00045123	ACC vs CB	Chimp
TCONS_00045154	pan_TCONS_00045154	ACC vs CB	Chimp
TCONS_00045250	pan_TCONS_00045250	ACC vs CB	Chimp
TCONS_00045261	pan_TCONS_00045261	ACC vs CB	Chimp
TCONS_00045331	pan_TCONS_00045331	ACC vs CB	Chimp
TCONS_00045441	pan_TCONS_00045441	ACC vs CB	Chimp
TCONS_00045546	pan_TCONS_00045546	ACC vs CB	Chimp
TCONS_00045673	pan_TCONS_00045673	ACC vs CB	Chimp
TCONS_00045989	pan_TCONS_00045989	ACC vs CB	Chimp
TCONS_00046065	pan_TCONS_00046065	ACC vs CB	Chimp
TCONS_00046098	pan_TCONS_00046098	ACC vs CB	Chimp
TCONS_00046165	pan_TCONS_00046165	ACC vs CB	Chimp
TCONS_00046169	pan_TCONS_00046169	ACC vs CB	Chimp
TCONS_00046470	pan_TCONS_00046470	ACC vs CB	Chimp
TCONS_00046478	pan_TCONS_00046478	ACC vs CB	Chimp
TCONS_00046556	pan_TCONS_00046556	ACC vs CB	Chimp
TCONS_00046598	pan_TCONS_00046598	ACC vs CB	Chimp
TCONS_00046599	pan_TCONS_00046599	ACC vs CB	Chimp
TCONS_00046610	pan_TCONS_00046610	ACC vs CB	Chimp
TCONS_00046668	pan_TCONS_00046668	ACC vs CB	Chimp
TCONS_00046686	pan_TCONS_00046686	ACC vs CB	Chimp
TCONS_00046764	pan_TCONS_00046764	ACC vs CB	Chimp
TCONS_00047000	pan_TCONS_00047000	ACC vs CB	Chimp
TCONS_00047007	pan_TCONS_00047007	ACC vs CB	Chimp
TCONS_00047071	pan_TCONS_00047071	ACC vs CB	Chimp
TCONS_00047076	pan_TCONS_00047076	ACC vs CB	Chimp
TCONS_00047401	pan_TCONS_00047401	ACC vs CB	Chimp
TCONS_00047479	pan_TCONS_00047479	ACC vs CB	Chimp
TCONS_00047503	pan_TCONS_00047503	ACC vs CB	Chimp
TCONS_00047555	pan_TCONS_00047555	ACC vs CB	Chimp
TCONS_00047717	pan_TCONS_00047717	ACC vs CB	Chimp
TCONS_00047792	pan_TCONS_00047792	ACC vs CB	Chimp
TCONS_00047807	pan_TCONS_00047807	ACC vs CB	Chimp
TCONS_00047811	pan_TCONS_00047811	ACC vs CB	Chimp
TCONS_00047812	pan_TCONS_00047812	ACC vs CB	Chimp
